계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,41349.0,36740.0,38851.0,43619.0,9048.0,9772.0,10917.0,10675.0
Operating Income,2142.0,1082.0,2205.0,4180.0,42.0,652.0,785.0,1177.0
Oper.Income(Rep.),2142.0,1082.0,2205.0,nan,42.0,652.0,785.0,1177.0
Net Income,1293.0,1739.0,6016.0,3510.0,5306.0,372.0,-462.0,1190.0
Net Income(Contr.),1345.0,1801.0,5932.0,3479.0,5315.0,376.0,-545.0,1108.0
Net Income(Minor.),-52.0,-62.0,85.0,nan,-9.0,-5.0,83.0,nan
Total Assets,58018.0,58865.0,67835.0,71414.0,68108.0,67168.0,67835.0,nan
Total Liabilities,10225.0,10138.0,14575.0,15220.0,14750.0,13439.0,14575.0,nan
Total Equity,47793.0,48727.0,53260.0,56195.0,53357.0,53729.0,53260.0,nan
Net Income(Contr.),47986.0,48980.0,52524.0,55670.0,52860.0,53204.0,52524.0,nan
Net Income(Minor.),-193.0,-253.0,736.0,524.0,498.0,525.0,736.0,nan
Capital Stock,345.0,345.0,345.0,348.0,345.0,345.0,345.0,nan
Total Debt/Equity,21.39,20.81,27.37,27.08,27.64,25.01,27.37,nan
Reserve Ratio,13823.84,14097.42,15141.3,nan,15245.02,15338.92,15141.3,nan
Oper.Income Margin,5.18,2.94,5.68,9.58,0.46,6.67,7.19,nan
Net Income Margin,3.25,4.9,15.27,7.97,58.74,3.85,-4.99,11.14
ROA,2.17,2.98,9.5,5.04,33.12,2.2,-2.74,nan
ROE,2.81,3.71,11.69,6.43,41.7,2.84,-4.12,nan
EPS(KRW),1947.0,2608.0,8591.0,5038.0,7697.0,545.0,-790.0,1605.0
BPS(KRW),69619.0,70987.0,76206.0,80764.0,76725.0,77195.0,76206.0,nan
DPS(KRW),680.0,910.0,1125.0,1268.0,nan,nan,1125.0,nan
PER,70.6,55.59,12.2,24.08,nan,nan,nan,nan
PBR,1.98,2.04,1.38,1.5,2.18,1.91,1.38,nan
Issued Shares,58493.0,58493.0,58493.0,nan,58493.0,58493.0,58493.0,nan
Div Yield,0.49,0.63,1.07,nan,nan,nan,1.07,nan
