계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Operating Revenue,2129.0,2701.0,2363.0,2250.0,445.0,423.0,982.0,540.0
Operating Income,533.0,312.0,339.0,460.0,124.0,21.0,121.0,120.0
Oper.Income(Rep.),533.0,312.0,339.0,nan,124.0,21.0,121.0,nan
Net Income,243.0,-77.0,-189.0,210.0,-203.0,30.0,-7.0,50.0
Net Income(Contr.),241.0,-84.0,-165.0,210.0,-200.0,32.0,3.0,50.0
Net Income(Minor.),2.0,8.0,-24.0,nan,-3.0,-2.0,-10.0,nan
Total Assets,17181.0,18866.0,18321.0,18100.0,18151.0,17921.0,18321.0,nan
Total Liabilities,6931.0,8793.0,8739.0,8460.0,8538.0,8258.0,8739.0,nan
Total Equity,10249.0,10073.0,9582.0,9640.0,9613.0,9663.0,9582.0,nan
Net Income(Contr.),10226.0,9977.0,9569.0,9630.0,9588.0,9640.0,9569.0,nan
Net Income(Minor.),23.0,97.0,13.0,10.0,25.0,23.0,13.0,nan
Capital Stock,2525.0,2525.0,2525.0,2520.0,2525.0,2525.0,2525.0,nan
Total Debt/Equity,67.63,87.29,91.2,87.76,88.82,85.46,91.2,nan
Reserve Ratio,323.93,319.98,303.87,nan,304.6,306.68,303.87,nan
Oper.Income Margin,25.06,11.56,14.36,20.44,27.88,5.06,12.34,22.22
Net Income Margin,11.32,-3.13,-6.97,9.33,-44.96,7.52,0.34,9.26
ROA,1.41,-0.42,-1.01,1.15,-4.37,0.66,-0.15,1.09
ROE,2.36,-0.84,-1.68,2.19,-8.26,1.32,0.14,2.09
EPS(KRW),95.0,-33.0,-65.0,83.0,-79.0,13.0,1.0,20.0
BPS(KRW),4239.0,4200.0,4039.0,4063.0,4046.0,4067.0,4039.0,nan
DPS(KRW),90.0,70.0,70.0,70.0,nan,nan,70.0,nan
PER,13.73,nan,nan,13.15,nan,nan,nan,nan
PBR,0.31,0.28,0.25,0.27,0.25,0.26,0.25,nan
Issued Shares,252489.0,252489.0,252489.0,nan,252489.0,252489.0,252489.0,nan
Div Yield,6.87,5.96,7.0,nan,nan,nan,7.0,nan
