계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,5685.0,5310.0,5869.0,nan,1618.0,1859.0,1901.0,nan
Operating Income,588.0,532.0,436.0,nan,159.0,26.0,197.0,nan
Oper.Income(Rep.),588.0,532.0,436.0,nan,159.0,26.0,197.0,nan
Net Income,385.0,316.0,193.0,nan,-36.0,37.0,111.0,nan
Net Income(Contr.),386.0,325.0,181.0,nan,-35.0,24.0,97.0,nan
Net Income(Minor.),-1.0,-9.0,12.0,nan,-0.0,13.0,14.0,nan
Total Assets,5077.0,5312.0,9318.0,nan,8602.0,9318.0,9212.0,nan
Total Liabilities,3316.0,3257.0,6600.0,nan,5964.0,6600.0,6426.0,nan
Total Equity,1761.0,2054.0,2718.0,nan,2639.0,2718.0,2787.0,nan
Net Income(Contr.),1777.0,2077.0,2335.0,nan,2275.0,2335.0,2428.0,nan
Net Income(Minor.),-17.0,-23.0,384.0,nan,363.0,384.0,359.0,nan
Capital Stock,123.0,125.0,125.0,nan,125.0,125.0,125.0,nan
Total Debt/Equity,188.32,158.59,242.78,nan,226.01,242.78,230.56,nan
Reserve Ratio,1366.96,1586.03,1787.04,nan,1745.39,1787.04,1862.39,nan
Oper.Income Margin,10.35,10.02,7.43,nan,9.81,1.4,10.36,nan
Net Income Margin,6.79,6.13,3.09,nan,-2.18,1.3,5.1,nan
ROA,8.02,6.09,2.64,nan,-1.89,1.67,4.79,nan
ROE,24.65,16.88,8.22,nan,-6.25,4.18,16.27,nan
EPS(KRW),1572.0,1309.0,729.0,nan,-142.0,97.0,390.0,nan
BPS(KRW),7348.0,8445.0,9452.0,nan,9243.0,9452.0,9829.0,nan
DPS(KRW),246.0,nan,162.0,nan,nan,0.0,nan,nan
PER,8.65,13.64,13.01,nan,nan,nan,nan,nan
PBR,1.85,2.11,1.0,nan,1.3,1.0,0.88,nan
Issued Shares,24496.0,24862.0,24862.0,nan,24862.0,24862.0,24862.0,nan
Div Yield,1.81,nan,1.71,nan,nan,0.0,nan,nan
