계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,14957.0,15857.0,18707.0,16188.0,4970.0,4541.0,4148.0,4378.0
Operating Income,-279.0,-199.0,240.0,272.0,82.0,98.0,-7.0,95.0
Oper.Income(Rep.),-279.0,-199.0,240.0,nan,82.0,98.0,-7.0,95.0
Net Income,-508.0,-341.0,152.0,183.0,57.0,42.0,5.0,66.0
Net Income(Contr.),-508.0,-341.0,152.0,183.0,57.0,42.0,5.0,66.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,8542.0,8995.0,8584.0,8507.0,9091.0,8908.0,8584.0,nan
Total Liabilities,4156.0,4971.0,4466.0,4233.0,4963.0,4738.0,4466.0,nan
Total Equity,4385.0,4024.0,4117.0,4275.0,4128.0,4171.0,4117.0,nan
Net Income(Contr.),4385.0,4024.0,4117.0,4268.0,4128.0,4171.0,4117.0,nan
Net Income(Minor.),0.0,0.0,0.0,7.0,0.0,0.0,0.0,nan
Capital Stock,205.0,205.0,205.0,205.0,205.0,205.0,205.0,nan
Total Debt/Equity,94.78,123.55,108.48,99.02,120.23,113.6,108.48,nan
Reserve Ratio,2051.73,1875.56,1921.27,nan,1926.26,1947.12,1921.27,nan
Oper.Income Margin,-1.87,-1.25,1.28,1.68,1.64,2.15,-0.17,nan
Net Income Margin,-3.39,-2.15,0.81,1.13,1.16,0.93,0.13,1.5
ROA,-5.91,-3.89,1.73,2.14,2.49,1.88,0.24,nan
ROE,-10.95,-8.12,3.73,4.36,5.61,4.07,0.5,nan
EPS(KRW),-2472.0,-1662.0,739.0,891.0,280.0,206.0,25.0,319.0
BPS(KRW),21517.0,19756.0,20213.0,20946.0,20263.0,20471.0,20213.0,nan
DPS(KRW),nan,nan,130.0,145.0,nan,nan,130.0,nan
PER,nan,nan,10.32,8.48,nan,nan,nan,nan
PBR,0.4,0.39,0.38,0.36,0.46,0.39,0.38,nan
Issued Shares,20535.0,20535.0,20535.0,nan,20535.0,20535.0,20535.0,nan
Div Yield,nan,nan,1.7,nan,nan,nan,1.7,nan
