계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,862.0,698.0,750.0,nan,187.0,190.0,200.0,471.0
Operating Income,253.0,38.0,-81.0,nan,-13.0,-21.0,-33.0,-24.0
Oper.Income(Rep.),253.0,38.0,-81.0,nan,-13.0,-21.0,-33.0,-24.0
Net Income,226.0,22.0,-157.0,nan,-12.0,-48.0,-95.0,-7.0
Net Income(Contr.),253.0,64.0,-95.0,nan,-9.0,-39.0,-49.0,-23.0
Net Income(Minor.),-27.0,-42.0,-62.0,nan,-3.0,-9.0,-46.0,nan
Total Assets,1228.0,1299.0,5976.0,nan,1284.0,1220.0,5976.0,nan
Total Liabilities,431.0,480.0,962.0,nan,477.0,461.0,962.0,nan
Total Equity,797.0,819.0,5014.0,nan,807.0,759.0,5014.0,nan
Net Income(Contr.),769.0,833.0,4943.0,nan,826.0,787.0,4943.0,nan
Net Income(Minor.),28.0,-14.0,71.0,nan,-19.0,-28.0,71.0,nan
Capital Stock,166.0,166.0,415.0,nan,166.0,166.0,415.0,nan
Total Debt/Equity,54.08,58.59,19.19,nan,59.11,60.72,19.19,nan
Reserve Ratio,403.36,442.25,1113.16,nan,437.98,414.32,1113.16,nan
Oper.Income Margin,29.32,5.4,-10.79,nan,-6.93,-11.22,-16.36,nan
Net Income Margin,29.3,9.18,-12.65,nan,-4.66,-20.69,-24.24,-1.46
ROA,25.61,1.75,-4.31,nan,-3.78,-15.46,-10.56,nan
ROE,50.8,8.0,-3.29,nan,-4.2,-19.48,-6.78,nan
EPS(KRW),803.0,192.0,-269.0,nan,-26.0,-118.0,-117.0,-27.0
BPS(KRW),2517.0,2711.0,6066.0,nan,2690.0,2572.0,6066.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,11.94,72.75,nan,nan,nan,nan,nan,nan
PBR,3.81,5.16,1.25,nan,3.62,3.92,1.25,nan
Issued Shares,33295.0,33295.0,82936.0,nan,33295.0,33295.0,82936.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
