계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,2182.0,2289.0,2345.0,nan,468.0,561.0,800.0,344.0
Operating Income,414.0,418.0,242.0,nan,36.0,57.0,76.0,34.0
Oper.Income(Rep.),414.0,418.0,242.0,nan,36.0,57.0,76.0,34.0
Net Income,324.0,335.0,215.0,nan,32.0,48.0,70.0,37.0
Net Income(Contr.),324.0,335.0,215.0,nan,32.0,48.0,70.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1841.0,2258.0,4667.0,nan,2280.0,2671.0,4667.0,nan
Total Liabilities,976.0,1152.0,1704.0,nan,1161.0,1501.0,1704.0,nan
Total Equity,865.0,1106.0,2963.0,nan,1119.0,1171.0,2963.0,nan
Net Income(Contr.),865.0,1106.0,2963.0,nan,1119.0,1171.0,2963.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,77.0,77.0,105.0,nan,77.0,77.0,105.0,nan
Total Debt/Equity,112.85,104.23,57.51,nan,103.75,128.19,57.51,nan
Reserve Ratio,1076.96,1386.81,2745.24,nan,1401.59,1468.88,2745.24,nan
Oper.Income Margin,18.98,18.25,10.33,nan,7.68,10.14,9.5,nan
Net Income Margin,14.83,14.65,9.19,nan,6.79,8.61,8.7,10.7
ROA,20.68,16.37,6.22,nan,5.56,7.81,7.59,nan
ROE,43.37,34.05,10.59,nan,11.55,16.88,13.48,nan
EPS(KRW),2047.0,2122.0,1341.0,nan,201.0,306.0,413.0,176.0
BPS(KRW),5698.0,7198.0,14226.0,nan,7270.0,7596.0,14226.0,nan
DPS(KRW),583.0,583.0,300.0,nan,nan,nan,300.0,nan
PER,20.71,30.31,24.24,nan,nan,nan,nan,nan
PBR,7.44,8.94,2.28,nan,7.88,6.81,2.28,nan
Issued Shares,15806.0,15806.0,20975.0,nan,15806.0,15806.0,20975.0,nan
Div Yield,1.37,0.91,0.92,nan,nan,nan,0.92,nan
