계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,3043.0,3536.0,4023.0,4369.0,994.0,970.0,1115.0,986.0
Operating Income,455.0,691.0,881.0,1009.0,204.0,201.0,294.0,216.0
Oper.Income(Rep.),455.0,691.0,881.0,nan,204.0,201.0,294.0,216.0
Net Income,231.0,343.0,780.0,645.0,107.0,107.0,201.0,120.0
Net Income(Contr.),238.0,352.0,588.0,671.0,111.0,114.0,203.0,128.0
Net Income(Minor.),-7.0,-8.0,193.0,nan,-4.0,-7.0,-2.0,nan
Total Assets,8329.0,8833.0,10376.0,10847.0,9895.0,9952.0,10376.0,nan
Total Liabilities,3944.0,4380.0,4828.0,4844.0,4627.0,4576.0,4828.0,nan
Total Equity,4385.0,4453.0,5548.0,6003.0,5268.0,5376.0,5548.0,nan
Net Income(Contr.),4312.0,4271.0,5389.0,5826.0,5093.0,5209.0,5389.0,nan
Net Income(Minor.),73.0,182.0,160.0,177.0,175.0,167.0,160.0,nan
Capital Stock,157.0,157.0,157.0,159.0,157.0,157.0,157.0,nan
Total Debt/Equity,89.94,98.35,87.02,80.7,87.84,85.11,87.02,nan
Reserve Ratio,3137.26,3253.06,3857.35,nan,3669.81,3743.54,3857.35,nan
Oper.Income Margin,14.96,19.54,21.89,23.09,20.54,20.7,26.42,nan
Net Income Margin,7.83,9.94,14.61,15.36,11.18,11.78,18.23,12.17
ROA,2.66,4.0,8.12,6.08,4.32,4.31,7.91,nan
ROE,5.15,8.19,12.17,11.97,8.82,8.88,15.34,nan
EPS(KRW),757.0,1117.0,1867.0,2131.0,353.0,363.0,646.0,406.0
BPS(KRW),16186.0,16765.0,19787.0,21175.0,18849.0,19218.0,19787.0,nan
DPS(KRW),123.0,217.0,477.0,489.0,nan,nan,477.0,nan
PER,48.7,25.92,34.12,27.12,nan,nan,nan,nan
PBR,2.28,1.73,3.22,2.73,3.86,2.73,3.22,nan
Issued Shares,30383.0,30383.0,30383.0,nan,30383.0,30383.0,30383.0,nan
Div Yield,0.33,0.75,0.75,nan,nan,nan,0.75,nan
