계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,27689.0,26497.0,35774.0,38459.0,9499.0,9088.0,8539.0,9465.0
Operating Income,7524.0,5312.0,1015.0,2140.0,896.0,205.0,-1078.0,487.0
Oper.Income(Rep.),7524.0,5312.0,1015.0,nan,896.0,205.0,-1078.0,487.0
Net Income,8778.0,7103.0,1137.0,1624.0,228.0,-187.0,-820.0,-149.0
Net Income(Contr.),8803.0,7135.0,977.0,1412.0,165.0,-212.0,-726.0,-22.0
Net Income(Minor.),-25.0,-32.0,161.0,nan,63.0,25.0,-94.0,nan
Total Assets,67455.0,59566.0,80937.0,79756.0,77756.0,79353.0,80937.0,nan
Total Liabilities,27341.0,21416.0,32581.0,33022.0,29739.0,30792.0,32581.0,nan
Total Equity,40114.0,38149.0,48355.0,46734.0,48017.0,48561.0,48355.0,nan
Net Income(Contr.),39124.0,37211.0,39792.0,39736.0,39305.0,39820.0,39792.0,nan
Net Income(Minor.),990.0,938.0,8563.0,6999.0,8712.0,8741.0,8563.0,nan
Capital Stock,1272.0,1071.0,1069.0,1064.0,1069.0,1069.0,1069.0,nan
Total Debt/Equity,68.16,56.14,67.38,70.66,61.93,63.41,67.38,nan
Reserve Ratio,2996.86,3396.61,3645.27,nan,3607.96,3666.48,3645.27,nan
Oper.Income Margin,27.17,20.05,2.84,5.57,9.43,2.26,-12.62,nan
Net Income Margin,31.79,26.93,2.73,3.67,1.74,-2.34,-8.5,-1.58
ROA,14.1,11.18,1.62,2.02,1.16,-0.95,-4.09,nan
ROE,25.21,18.69,2.54,3.55,1.69,-2.15,-7.3,nan
EPS(KRW),36910.0,36019.0,5005.0,7492.0,844.0,-1086.0,-3781.0,-118.0
BPS(KRW),165231.0,188949.0,209224.0,212400.0,202517.0,205713.0,209224.0,nan
DPS(KRW),2500.0,3300.0,2200.0,2560.0,nan,nan,2200.0,nan
PER,1.74,2.95,11.75,10.24,nan,nan,nan,nan
PBR,0.39,0.56,0.28,0.36,0.44,0.34,0.28,nan
Issued Shares,23849.0,19813.0,19127.0,nan,19564.0,19564.0,19127.0,nan
Div Yield,3.89,3.11,3.74,nan,nan,nan,3.74,nan
