계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,18540.0,19106.0,27098.0,32419.0,7070.0,7193.0,6176.0,8742.0
Operating Income,7516.0,7680.0,11825.0,14592.0,3321.0,3244.0,2155.0,4573.0
Oper.Income(Rep.),7516.0,7680.0,11825.0,nan,3321.0,3244.0,2155.0,4573.0
Net Income,5002.0,5941.0,13026.0,12048.0,3414.0,1214.0,4912.0,3715.0
Net Income(Contr.),5002.0,5954.0,13061.0,12034.0,3419.0,1221.0,4921.0,3720.0
Net Income(Minor.),0.0,-13.0,-35.0,nan,-5.0,-7.0,-9.0,nan
Total Assets,60378.0,64405.0,79195.0,90922.0,71465.0,72774.0,79195.0,nan
Total Liabilities,9214.0,8816.0,10903.0,11198.0,10511.0,10187.0,10903.0,nan
Total Equity,51164.0,55588.0,68291.0,79725.0,60954.0,62588.0,68291.0,nan
Net Income(Contr.),51112.0,55544.0,68278.0,79802.0,60929.0,62568.0,68278.0,nan
Net Income(Minor.),52.0,44.0,13.0,-77.0,26.0,19.0,13.0,nan
Capital Stock,49.0,49.0,49.0,50.0,49.0,49.0,49.0,nan
Total Debt/Equity,18.01,15.86,15.97,14.05,17.24,16.28,15.97,nan
Reserve Ratio,104037.05,112709.28,140131.63,nan,125255.86,128565.25,140131.63,nan
Oper.Income Margin,40.54,40.2,43.64,45.01,46.97,45.1,34.89,nan
Net Income Margin,26.98,31.16,48.2,37.12,48.36,16.97,79.68,42.5
ROA,8.51,9.52,18.14,14.16,19.42,6.73,25.86,nan
ROE,10.29,11.16,21.1,16.25,22.78,7.91,30.09,nan
EPS(KRW),10194.0,12221.0,27162.0,25115.0,7096.0,2549.0,10273.0,7764.0
BPS(KRW),104137.0,114849.0,144190.0,168203.0,128896.0,132298.0,144190.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,16.48,15.84,11.51,14.75,nan,nan,nan,nan
PBR,1.61,1.69,2.17,2.2,2.18,2.59,2.17,nan
Issued Shares,49082.0,48363.0,47907.0,nan,47889.0,47897.0,47907.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
