계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,13551.0,12639.0,12372.0,nan,3067.0,3484.0,2900.0,nan
Operating Income,344.0,260.0,152.0,nan,100.0,62.0,-40.0,nan
Oper.Income(Rep.),344.0,260.0,152.0,nan,100.0,62.0,-40.0,nan
Net Income,251.0,189.0,82.0,nan,81.0,18.0,-55.0,nan
Net Income(Contr.),218.0,156.0,47.0,nan,46.0,35.0,-56.0,nan
Net Income(Minor.),33.0,34.0,35.0,nan,36.0,-18.0,1.0,nan
Total Assets,5589.0,5855.0,6098.0,nan,6595.0,6460.0,6098.0,nan
Total Liabilities,3322.0,3344.0,3406.0,nan,3913.0,3774.0,3406.0,nan
Total Equity,2267.0,2511.0,2692.0,nan,2682.0,2687.0,2692.0,nan
Net Income(Contr.),1790.0,1995.0,2121.0,nan,2103.0,2131.0,2121.0,nan
Net Income(Minor.),477.0,516.0,571.0,nan,579.0,556.0,571.0,nan
Capital Stock,240.0,242.0,242.0,nan,242.0,242.0,242.0,nan
Total Debt/Equity,146.52,133.19,126.53,nan,145.93,140.45,126.53,nan
Reserve Ratio,673.85,751.27,803.19,nan,796.07,807.14,803.19,nan
Oper.Income Margin,2.54,2.06,1.23,nan,3.26,1.79,-1.37,nan
Net Income Margin,1.61,1.23,0.38,nan,1.5,1.02,-1.93,nan
ROA,4.11,3.31,1.38,nan,5.2,1.07,-3.51,nan
ROE,13.07,8.23,2.3,nan,8.85,6.69,-10.52,nan
EPS(KRW),457.0,322.0,98.0,nan,95.0,73.0,-115.0,nan
BPS(KRW),3869.0,4256.0,4516.0,nan,4480.0,4536.0,4516.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,6.56,10.25,26.96,nan,nan,nan,nan,nan
PBR,0.78,0.78,0.58,nan,0.66,1.04,0.58,nan
Issued Shares,47997.0,48437.0,48457.0,nan,48437.0,48457.0,48457.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
