계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,31633.0,35874.0,43766.0,55322.0,10945.0,10935.0,14408.0,11761.0
Operating Income,1475.0,2100.0,4566.0,8818.0,1128.0,1374.0,1617.0,2029.0
Oper.Income(Rep.),1475.0,2100.0,4566.0,nan,1128.0,1374.0,1617.0,2029.0
Net Income,1945.0,1568.0,4053.0,6970.0,1008.0,1038.0,1450.0,1571.0
Net Income(Contr.),1978.0,1610.0,4069.0,7087.0,1013.0,1042.0,1452.0,1584.0
Net Income(Minor.),-33.0,-42.0,-16.0,nan,-5.0,-4.0,-1.0,nan
Total Assets,48239.0,52415.0,52854.0,62739.0,49642.0,45952.0,52854.0,nan
Total Liabilities,33324.0,35945.0,32763.0,35904.0,31753.0,27033.0,32763.0,nan
Total Equity,14915.0,16470.0,20091.0,26836.0,17889.0,18919.0,20091.0,nan
Net Income(Contr.),15203.0,16799.0,20450.0,27341.0,18236.0,19267.0,20450.0,nan
Net Income(Minor.),-289.0,-329.0,-359.0,-505.0,-348.0,-348.0,-359.0,nan
Capital Stock,5457.0,5457.0,5457.0,5459.0,5457.0,5457.0,5457.0,nan
Total Debt/Equity,223.43,218.25,163.07,133.79,177.5,142.89,163.07,nan
Reserve Ratio,178.6,207.83,274.74,nan,234.18,253.07,274.74,nan
Oper.Income Margin,4.66,5.86,10.43,15.94,10.3,12.57,11.22,nan
Net Income Margin,6.25,4.49,9.3,12.81,9.26,9.53,10.07,13.36
ROA,4.36,3.12,7.7,12.06,8.01,8.68,11.74,nan
ROE,14.06,10.06,21.85,29.66,22.84,22.22,29.24,nan
EPS(KRW),1812.0,1475.0,3728.0,6493.0,928.0,954.0,1330.0,1451.0
BPS(KRW),13930.0,15391.0,18737.0,25050.0,16709.0,17653.0,18737.0,nan
DPS(KRW),nan,100.0,200.0,249.0,nan,nan,200.0,nan
PER,15.67,18.03,13.33,16.79,nan,nan,nan,nan
PBR,2.04,1.73,2.65,4.35,2.44,3.04,2.65,nan
Issued Shares,109142.0,109142.0,109142.0,nan,109142.0,109142.0,109142.0,nan
Div Yield,nan,0.38,0.4,nan,nan,nan,0.4,nan
