계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,121307.0,117679.0,121168.0,126863.0,30592.0,29758.0,31603.0,29926.0
Operating Income,4118.0,4802.0,5307.0,5209.0,1254.0,1416.0,1543.0,854.0
Oper.Income(Rep.),4118.0,4802.0,5307.0,nan,1254.0,1416.0,1543.0,854.0
Net Income,1968.0,2429.0,2683.0,2743.0,613.0,600.0,916.0,410.0
Net Income(Contr.),1816.0,2248.0,2485.0,2553.0,524.0,548.0,920.0,359.0
Net Income(Minor.),153.0,181.0,198.0,nan,89.0,51.0,-4.0,nan
Total Assets,96933.0,93576.0,97439.0,100702.0,95301.0,93754.0,97439.0,nan
Total Liabilities,56590.0,53145.0,55183.0,55890.0,55574.0,53661.0,55183.0,nan
Total Equity,40343.0,40431.0,42256.0,44812.0,39727.0,40093.0,42256.0,nan
Net Income(Contr.),35707.0,36039.0,39488.0,41587.0,34984.0,35361.0,39488.0,nan
Net Income(Minor.),4636.0,4392.0,2768.0,3224.0,4742.0,4732.0,2768.0,nan
Capital Stock,1141.0,1141.0,1141.0,1140.0,1141.0,1141.0,1141.0,nan
Total Debt/Equity,140.27,131.45,130.59,124.72,139.89,133.84,130.59,nan
Reserve Ratio,3277.04,3306.07,3608.47,nan,3213.61,3246.64,3608.47,nan
Oper.Income Margin,3.39,4.08,4.38,4.11,4.1,4.76,4.88,nan
Net Income Margin,1.5,1.91,2.05,2.01,1.71,1.84,2.91,1.37
ROA,2.11,2.55,2.81,2.77,2.58,2.54,3.83,nan
ROE,5.09,6.27,6.58,6.3,6.04,6.23,9.83,nan
EPS(KRW),7959.0,9854.0,10893.0,11193.0,2296.0,2403.0,4033.0,1572.0
BPS(KRW),168852.0,170304.0,185424.0,194626.0,165681.0,167332.0,185424.0,nan
DPS(KRW),500.0,500.0,800.0,832.0,nan,nan,800.0,nan
PER,11.77,12.91,7.75,7.08,nan,nan,nan,nan
PBR,0.55,0.75,0.46,0.41,0.57,0.56,0.46,nan
Issued Shares,22812.0,22812.0,22812.0,nan,22812.0,22812.0,22812.0,nan
Div Yield,0.53,0.39,0.95,nan,nan,nan,0.95,nan
