계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,428.0,708.0,1303.0,nan,nan,nan,nan,445.0
Operating Income,-66.0,131.0,124.0,nan,nan,nan,nan,30.0
Oper.Income(Rep.),-66.0,131.0,124.0,nan,nan,nan,0.0,30.0
Net Income,-121.0,116.0,132.0,nan,nan,nan,nan,27.0
Net Income(Contr.),-121.0,116.0,132.0,nan,nan,nan,nan,27.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1203.0,1467.0,2543.0,nan,nan,nan,2543.0,nan
Total Liabilities,79.0,241.0,461.0,nan,nan,nan,461.0,nan
Total Equity,1124.0,1226.0,2082.0,nan,nan,nan,2082.0,nan
Net Income(Contr.),1124.0,1226.0,2082.0,nan,nan,nan,2082.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,259.0,259.0,327.0,nan,nan,nan,327.0,nan
Total Debt/Equity,7.02,19.65,22.15,nan,nan,nan,22.15,nan
Reserve Ratio,340.24,379.79,542.74,nan,nan,nan,542.74,nan
Oper.Income Margin,-15.44,18.49,9.51,nan,nan,nan,nan,nan
Net Income Margin,-28.34,16.41,10.13,nan,nan,nan,nan,6.03
ROA,-10.51,8.7,6.59,nan,nan,nan,nan,nan
ROE,-11.44,9.89,7.98,nan,nan,nan,nan,nan
EPS(KRW),-545.0,448.0,466.0,nan,nan,nan,0.0,82.0
BPS(KRW),4402.0,4798.0,6427.0,nan,nan,nan,6427.0,nan
DPS(KRW),30.0,160.0,160.0,nan,nan,nan,160.0,nan
PER,nan,24.4,31.74,nan,nan,nan,nan,nan
PBR,1.12,2.28,2.3,nan,nan,nan,2.3,nan
Issued Shares,25938.0,25938.0,32669.0,nan,nan,nan,32669.0,nan
Div Yield,0.61,1.46,1.08,nan,nan,nan,1.08,nan
