계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,5214.0,6154.0,7662.0,8870.0,1855.0,1862.0,2182.0,2119.0
Operating Income,-455.0,-566.0,-575.0,164.0,-73.0,-75.0,-330.0,44.0
Oper.Income(Rep.),-455.0,-566.0,-575.0,nan,-73.0,-75.0,-330.0,44.0
Net Income,268.0,-229.0,-215.0,473.0,6.0,-275.0,52.0,144.0
Net Income(Contr.),540.0,25.0,-137.0,408.0,39.0,-253.0,39.0,133.0
Net Income(Minor.),-272.0,-254.0,-78.0,nan,-32.0,-23.0,13.0,nan
Total Assets,33314.0,39665.0,44147.0,44082.0,41304.0,41883.0,44147.0,nan
Total Liabilities,14232.0,20317.0,25039.0,24547.0,21939.0,22802.0,25039.0,nan
Total Equity,19083.0,19348.0,19108.0,19535.0,19365.0,19081.0,19108.0,nan
Net Income(Contr.),18066.0,18771.0,18612.0,19043.0,18857.0,18596.0,18612.0,nan
Net Income(Minor.),1017.0,577.0,496.0,492.0,508.0,485.0,496.0,nan
Capital Stock,665.0,671.0,673.0,671.0,673.0,673.0,673.0,nan
Total Debt/Equity,74.58,105.01,131.04,125.66,113.29,119.5,131.04,nan
Reserve Ratio,2616.62,2696.15,2664.82,nan,2702.73,2662.77,2664.82,nan
Oper.Income Margin,-8.72,-9.2,-7.5,1.85,-3.92,-4.02,-15.14,nan
Net Income Margin,10.35,0.41,-1.79,4.6,2.08,-13.57,1.79,6.78
ROA,0.79,-0.63,-0.51,1.07,0.06,-2.65,0.48,nan
ROE,3.08,0.14,-0.73,2.17,0.82,-5.4,0.84,nan
EPS(KRW),407.0,19.0,-102.0,303.0,29.0,-188.0,29.0,99.0
BPS(KRW),13583.0,13981.0,13824.0,14138.0,14014.0,13814.0,13824.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,133.03,2624.59,nan,96.77,nan,nan,nan,nan
PBR,3.99,3.53,1.9,2.07,1.92,1.77,1.9,nan
Issued Shares,133003.0,134265.0,134635.0,nan,134561.0,134616.0,134635.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
