계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,269819.0,256832.0,284074.0,301180.0,70643.0,74687.0,72879.0,72234.0
Operating Income,17985.0,15540.0,17529.0,20252.0,4393.0,4691.0,4597.0,5019.0
Oper.Income(Rep.),17985.0,15540.0,17529.0,nan,4393.0,4691.0,4597.0,5019.0
Net Income,11928.0,10701.0,10995.0,14876.0,3130.0,3837.0,966.0,3982.0
Net Income(Contr.),11898.0,10611.0,10939.0,14840.0,3108.0,3822.0,966.0,3979.0
Net Income(Minor.),30.0,90.0,56.0,nan,22.0,15.0,0.0,nan
Total Assets,138778.0,147250.0,168491.0,180734.0,158549.0,162967.0,168491.0,nan
Total Liabilities,69982.0,69411.0,80398.0,81055.0,75790.0,77361.0,80398.0,nan
Total Equity,68796.0,77839.0,88094.0,99679.0,82758.0,85606.0,88094.0,nan
Net Income(Contr.),68660.0,77554.0,87732.0,99265.0,82420.0,85256.0,87732.0,nan
Net Income(Minor.),136.0,286.0,362.0,414.0,338.0,350.0,362.0,nan
Capital Stock,188.0,188.0,375.0,392.0,188.0,375.0,375.0,nan
Total Debt/Equity,101.72,89.17,91.26,81.32,91.58,90.37,91.26,nan
Reserve Ratio,36518.71,41261.96,23295.07,nan,43857.46,22634.87,23295.07,nan
Oper.Income Margin,6.67,6.05,6.17,6.72,6.22,6.28,6.31,nan
Net Income Margin,4.41,4.13,3.85,4.93,4.4,5.12,1.32,5.51
ROA,9.16,7.48,6.96,8.52,7.99,9.55,2.33,nan
ROE,18.78,14.51,13.24,15.87,15.42,18.24,4.47,nan
EPS(KRW),15864.0,14148.0,14585.0,19787.0,4144.0,5096.0,1288.0,5306.0
BPS(KRW),91547.0,103405.0,116975.0,132353.0,109894.0,113674.0,116975.0,nan
DPS(KRW),2850.0,3150.0,3700.0,4823.0,nan,nan,3700.0,nan
PER,5.16,6.77,8.1,5.63,nan,nan,nan,nan
PBR,0.89,0.93,1.01,0.84,1.0,1.07,1.01,nan
Issued Shares,75000.0,75000.0,75000.0,nan,75000.0,75000.0,75000.0,nan
Div Yield,3.48,3.29,3.13,nan,nan,nan,3.13,nan
