계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,nan,nan,9104.0,nan,nan,4541.0,4563.0,4545.0
Operating Income,nan,nan,173.0,nan,nan,95.0,78.0,96.0
Oper.Income(Rep.),nan,nan,173.0,nan,nan,95.0,78.0,96.0
Net Income,nan,nan,24.0,nan,nan,5.0,18.0,-4.0
Net Income(Contr.),nan,nan,22.0,nan,nan,4.0,18.0,-4.0
Net Income(Minor.),nan,nan,2.0,nan,nan,1.0,0.0,nan
Total Assets,nan,nan,11435.0,nan,nan,10118.0,11435.0,nan
Total Liabilities,nan,nan,5902.0,nan,nan,5338.0,5902.0,nan
Total Equity,nan,nan,5533.0,nan,nan,4780.0,5533.0,nan
Net Income(Contr.),nan,nan,5486.0,nan,nan,4733.0,5486.0,nan
Net Income(Minor.),nan,nan,48.0,nan,nan,48.0,48.0,nan
Capital Stock,nan,nan,186.0,nan,nan,186.0,186.0,nan
Total Debt/Equity,nan,nan,106.65,nan,nan,111.67,106.65,nan
Reserve Ratio,nan,nan,2853.33,nan,nan,2449.07,2853.33,nan
Oper.Income Margin,nan,nan,1.9,nan,nan,2.08,1.71,nan
Net Income Margin,nan,nan,0.24,nan,nan,0.09,0.4,-0.09
ROA,nan,nan,nan,nan,nan,nan,0.68,nan
ROE,nan,nan,nan,nan,nan,nan,1.42,nan
EPS(KRW),nan,nan,594.0,nan,nan,109.0,485.0,-116.0
BPS(KRW),nan,nan,147666.0,nan,nan,127453.0,147666.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,50.28,nan,nan,nan,nan,nan
PBR,nan,nan,0.2,nan,nan,0.33,0.2,nan
Issued Shares,nan,nan,3726.0,nan,nan,3726.0,3726.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
