계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,2661.0,2711.0,3025.0,3227.0,758.0,765.0,833.0,712.0
Operating Income,-213.0,15.0,319.0,455.0,69.0,67.0,161.0,60.0
Oper.Income(Rep.),-213.0,15.0,319.0,nan,69.0,67.0,161.0,60.0
Net Income,-499.0,20.0,235.0,383.0,67.0,49.0,111.0,53.0
Net Income(Contr.),-374.0,96.0,258.0,381.0,72.0,59.0,113.0,53.0
Net Income(Minor.),-124.0,-77.0,-23.0,nan,-5.0,-10.0,-1.0,nan
Total Assets,3411.0,3218.0,3423.0,3791.0,3442.0,3420.0,3423.0,nan
Total Liabilities,1717.0,1473.0,1267.0,1255.0,1496.0,1419.0,1267.0,nan
Total Equity,1694.0,1746.0,2156.0,2536.0,1946.0,2001.0,2156.0,nan
Net Income(Contr.),1483.0,1693.0,2156.0,2536.0,1905.0,1970.0,2156.0,nan
Net Income(Minor.),211.0,53.0,0.0,0.0,41.0,31.0,0.0,nan
Capital Stock,112.0,112.0,121.0,121.0,121.0,121.0,121.0,nan
Total Debt/Equity,101.38,84.35,58.78,49.49,76.87,70.9,58.78,nan
Reserve Ratio,1244.95,1431.7,1702.18,nan,1495.36,1549.09,1702.18,nan
Oper.Income Margin,-8.0,0.57,10.56,14.1,9.13,8.78,19.37,nan
Net Income Margin,-14.07,3.56,8.52,11.81,9.56,7.72,13.53,7.39
ROA,-13.17,0.6,7.08,10.62,7.96,5.7,13.02,nan
ROE,-19.59,6.07,13.4,16.24,15.3,12.19,21.86,nan
EPS(KRW),-1664.0,429.0,1066.0,1571.0,299.0,243.0,465.0,217.0
BPS(KRW),6725.0,7659.0,9011.0,10579.0,7977.0,8245.0,9011.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,65.33,31.79,28.07,nan,nan,nan,nan
PBR,1.47,3.66,3.76,4.17,5.06,3.68,3.76,nan
Issued Shares,22497.0,22497.0,24253.0,nan,24253.0,24253.0,24253.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
