계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2506.0,2161.0,2267.0,2485.0,562.0,540.0,692.0,547.0
Operating Income,427.0,283.0,211.0,297.0,62.0,33.0,64.0,61.0
Oper.Income(Rep.),427.0,283.0,211.0,nan,62.0,33.0,64.0,nan
Net Income,281.0,206.0,170.0,254.0,55.0,-19.0,90.0,nan
Net Income(Contr.),283.0,204.0,174.0,211.0,55.0,-17.0,90.0,44.0
Net Income(Minor.),-2.0,3.0,-4.0,nan,-0.0,-2.0,-0.0,nan
Total Assets,1985.0,2173.0,2924.0,3174.0,2424.0,2729.0,2924.0,nan
Total Liabilities,1469.0,846.0,1431.0,1505.0,1029.0,1376.0,1431.0,nan
Total Equity,516.0,1328.0,1493.0,1669.0,1395.0,1353.0,1493.0,nan
Net Income(Contr.),512.0,1318.0,1486.0,nan,1387.0,1349.0,1486.0,nan
Net Income(Minor.),4.0,9.0,7.0,nan,8.0,4.0,7.0,nan
Capital Stock,4.0,6.0,6.0,6.0,6.0,6.0,6.0,nan
Total Debt/Equity,284.64,63.69,95.86,90.17,73.73,101.73,95.86,nan
Reserve Ratio,11942.87,21433.22,24896.67,nan,22803.69,22548.66,24896.67,nan
Oper.Income Margin,17.02,13.08,9.32,11.93,10.96,6.14,9.27,11.15
Net Income Margin,11.3,9.43,7.67,8.49,9.85,-3.07,13.01,8.04
ROA,14.9,9.92,6.66,8.33,9.49,-2.95,12.72,nan
ROE,74.94,22.27,12.39,14.2,16.24,-4.84,25.41,11.84
EPS(KRW),5665.0,3960.0,2836.0,3443.0,903.0,-270.0,1470.0,718.0
BPS(KRW),10236.0,21533.0,24997.0,nan,22904.0,22649.0,24997.0,nan
DPS(KRW),800.0,560.0,620.0,620.0,nan,nan,620.0,nan
PER,nan,5.37,6.44,4.52,nan,nan,nan,nan
PBR,nan,0.99,0.73,nan,0.99,0.86,0.73,nan
Issued Shares,4250.0,6128.0,6128.0,nan,6128.0,6128.0,6128.0,nan
Div Yield,nan,2.64,3.4,nan,nan,nan,3.4,nan
