계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,4635.0,6053.0,7119.0,6975.0,1714.0,2144.0,1648.0,1418.0
Operating Income,-849.0,-1104.0,71.0,797.0,-241.0,518.0,170.0,-113.0
Oper.Income(Rep.),-849.0,-1104.0,71.0,nan,-241.0,518.0,170.0,-113.0
Net Income,-1858.0,-2067.0,1816.0,661.0,4.0,359.0,2043.0,-206.0
Net Income(Contr.),-1854.0,-2005.0,1884.0,590.0,41.0,419.0,1981.0,-225.0
Net Income(Minor.),-3.0,-62.0,-68.0,nan,-37.0,-61.0,62.0,nan
Total Assets,14298.0,14177.0,18757.0,19692.0,13446.0,13676.0,18757.0,nan
Total Liabilities,8955.0,10170.0,10438.0,10770.0,10005.0,9868.0,10438.0,nan
Total Equity,5343.0,4008.0,8319.0,8922.0,3441.0,3809.0,8319.0,nan
Net Income(Contr.),3782.0,2488.0,4294.0,4470.0,1974.0,2347.0,4294.0,nan
Net Income(Minor.),1562.0,1520.0,4025.0,4452.0,1468.0,1461.0,4025.0,nan
Capital Stock,172.0,172.0,173.0,171.0,173.0,173.0,173.0,nan
Total Debt/Equity,167.59,253.75,125.47,120.71,290.74,259.08,125.47,nan
Reserve Ratio,2185.88,1426.96,2442.14,nan,1124.8,1340.48,2442.14,nan
Oper.Income Margin,-18.33,-18.25,0.99,11.42,-14.08,24.16,10.34,nan
Net Income Margin,-40.01,-33.12,26.47,8.46,2.4,19.56,120.19,-14.54
ROA,-15.12,-14.52,11.03,3.44,0.13,10.58,50.39,nan
ROE,-37.05,-63.94,55.57,13.46,8.3,77.64,238.64,nan
EPS(KRW),-5510.0,-5913.0,5550.0,1738.0,121.0,1235.0,5836.0,-662.0
BPS(KRW),11619.0,7761.0,12920.0,13439.0,6225.0,7321.0,12920.0,nan
DPS(KRW),750.0,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,6.33,14.01,nan,nan,nan,nan
PBR,2.72,7.85,2.72,1.81,6.85,4.64,2.72,nan
Issued Shares,33797.0,33898.0,33948.0,nan,33948.0,33948.0,33948.0,nan
Div Yield,2.38,nan,nan,nan,nan,nan,nan,nan
