계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,22840.0,21764.0,35573.0,42928.0,8747.0,8819.0,10636.0,8419.0
Operating Income,6472.0,6515.0,4920.0,11597.0,725.0,2077.0,1964.0,1494.0
Oper.Income(Rep.),6472.0,6515.0,4920.0,nan,725.0,2077.0,1964.0,1494.0
Net Income,5426.0,5397.0,4189.0,9143.0,785.0,841.0,2356.0,1083.0
Net Income(Contr.),5378.0,5356.0,4227.0,9186.0,780.0,856.0,2366.0,1087.0
Net Income(Minor.),47.0,41.0,-38.0,nan,4.0,-15.0,-11.0,nan
Total Assets,58917.0,199568.0,210552.0,217758.0,201271.0,203071.0,210552.0,nan
Total Liabilities,16174.0,28310.0,34752.0,36607.0,31332.0,32758.0,34752.0,nan
Total Equity,42742.0,171258.0,175801.0,181151.0,169939.0,170313.0,175801.0,nan
Net Income(Contr.),41394.0,169807.0,174391.0,181336.0,168519.0,168900.0,174391.0,nan
Net Income(Minor.),1348.0,1451.0,1409.0,-185.0,1420.0,1413.0,1409.0,nan
Capital Stock,1408.0,2203.0,2205.0,2236.0,2204.0,2205.0,2205.0,nan
Total Debt/Equity,37.84,16.53,19.77,20.21,18.44,19.23,19.77,nan
Reserve Ratio,3196.08,8608.93,8764.4,nan,8387.45,8424.5,8764.4,nan
Oper.Income Margin,28.34,29.93,13.83,27.02,8.29,23.55,18.47,nan
Net Income Margin,23.55,24.61,11.88,21.4,8.92,9.71,22.25,12.87
ROA,9.38,4.18,2.04,4.27,1.56,1.66,4.56,nan
ROE,13.35,5.07,2.46,5.16,1.85,2.03,5.51,nan
EPS(KRW),3511.0,3475.0,1857.0,4113.0,343.0,377.0,1041.0,486.0
BPS(KRW),30289.0,83162.0,85984.0,90761.0,82328.0,82687.0,85984.0,nan
DPS(KRW),344.0,476.0,714.0,715.0,nan,nan,714.0,nan
PER,43.66,55.38,100.97,37.45,nan,nan,nan,nan
PBR,5.06,2.31,2.18,1.7,2.02,2.26,2.18,nan
Issued Shares,153227.0,230694.0,227330.0,nan,227241.0,227270.0,227330.0,nan
Div Yield,0.22,0.25,0.38,nan,nan,nan,0.38,nan
