계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,3249.0,2823.0,3303.0,nan,nan,nan,nan,nan
Operating Income,172.0,50.0,107.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),172.0,50.0,107.0,nan,nan,0.0,nan,nan
Net Income,29.0,34.0,82.0,nan,nan,nan,nan,nan
Net Income(Contr.),29.0,34.0,82.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1966.0,2014.0,2048.0,nan,nan,2048.0,nan,nan
Total Liabilities,742.0,810.0,825.0,nan,nan,825.0,nan,nan
Total Equity,1225.0,1204.0,1223.0,nan,nan,1223.0,nan,nan
Net Income(Contr.),1225.0,1204.0,1223.0,nan,nan,1223.0,nan,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,0.0,nan,nan
Capital Stock,120.0,120.0,120.0,nan,nan,120.0,nan,nan
Total Debt/Equity,60.56,67.3,67.41,nan,nan,67.41,nan,nan
Reserve Ratio,943.53,925.96,942.28,nan,nan,942.28,nan,nan
Oper.Income Margin,5.3,1.75,3.24,nan,nan,nan,nan,nan
Net Income Margin,0.88,1.19,2.48,nan,nan,nan,nan,nan
ROA,1.41,1.68,4.04,nan,nan,nan,nan,nan
ROE,2.33,2.76,6.75,nan,nan,nan,nan,nan
EPS(KRW),120.0,140.0,341.0,nan,nan,0.0,nan,nan
BPS(KRW),5218.0,5130.0,5211.0,nan,nan,5211.0,nan,nan
DPS(KRW),230.0,230.0,240.0,nan,nan,160.0,nan,nan
PER,80.02,48.15,20.0,nan,nan,nan,nan,nan
PBR,1.83,1.31,1.31,nan,nan,1.31,nan,nan
Issued Shares,24000.0,24000.0,24000.0,nan,nan,24000.0,nan,nan
Div Yield,2.4,3.42,3.51,nan,nan,2.34,nan,nan
