계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,505.0,538.0,499.0,nan,126.0,122.0,122.0,112.0
Operating Income,61.0,22.0,68.0,nan,25.0,21.0,11.0,14.0
Oper.Income(Rep.),61.0,22.0,68.0,nan,25.0,21.0,11.0,14.0
Net Income,83.0,63.0,151.0,nan,40.0,10.0,69.0,21.0
Net Income(Contr.),83.0,63.0,151.0,nan,40.0,10.0,69.0,21.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1158.0,1176.0,1304.0,nan,1225.0,1232.0,1304.0,nan
Total Liabilities,77.0,58.0,62.0,nan,67.0,60.0,62.0,nan
Total Equity,1081.0,1119.0,1242.0,nan,1158.0,1172.0,1242.0,nan
Net Income(Contr.),1081.0,1119.0,1242.0,nan,1158.0,1172.0,1242.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,47.0,47.0,47.0,nan,47.0,47.0,47.0,nan
Total Debt/Equity,7.17,5.14,5.02,nan,5.79,5.11,5.02,nan
Reserve Ratio,2709.99,2790.7,3052.04,nan,2874.38,2903.97,3052.04,nan
Oper.Income Margin,11.98,4.08,13.62,nan,19.98,17.17,9.27,nan
Net Income Margin,16.39,11.72,30.31,nan,32.15,7.97,56.43,18.43
ROA,7.24,5.4,12.2,nan,13.27,3.16,21.64,nan
ROE,7.71,5.73,12.82,nan,14.18,3.33,22.73,nan
EPS(KRW),881.0,671.0,1609.0,nan,429.0,103.0,730.0,220.0
BPS(KRW),14050.0,14453.0,15760.0,nan,14872.0,15020.0,15760.0,nan
DPS(KRW),450.0,450.0,450.0,nan,nan,nan,450.0,nan
PER,14.42,16.73,8.87,nan,nan,nan,nan,nan
PBR,0.9,0.78,0.91,nan,0.88,0.92,0.91,nan
Issued Shares,9400.0,9400.0,9400.0,nan,9400.0,9400.0,9400.0,nan
Div Yield,3.54,4.01,3.15,nan,nan,nan,3.15,nan
