계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,38414.0,32023.0,33112.0,34788.0,8405.0,8295.0,8045.0,8536.0
Operating Income,3151.0,1741.0,2197.0,2292.0,658.0,442.0,460.0,491.0
Oper.Income(Rep.),3151.0,1741.0,2197.0,nan,658.0,442.0,460.0,491.0
Net Income,1602.0,566.0,782.0,922.0,262.0,23.0,238.0,101.0
Net Income(Contr.),1253.0,449.0,498.0,682.0,195.0,-50.0,151.0,24.0
Net Income(Minor.),349.0,117.0,283.0,nan,67.0,72.0,87.0,nan
Total Assets,29347.0,31674.0,38208.0,39193.0,32767.0,32424.0,38208.0,nan
Total Liabilities,21352.0,23150.0,26634.0,27084.0,24724.0,24573.0,26634.0,nan
Total Equity,7996.0,8525.0,11573.0,12109.0,8043.0,7851.0,11573.0,nan
Net Income(Contr.),7075.0,7800.0,10446.0,10924.0,7141.0,6917.0,10446.0,nan
Net Income(Minor.),921.0,725.0,1128.0,1186.0,902.0,934.0,1128.0,nan
Capital Stock,224.0,224.0,224.0,222.0,224.0,224.0,224.0,nan
Total Debt/Equity,267.04,271.56,230.13,223.66,307.41,313.01,230.13,nan
Reserve Ratio,3066.91,3390.5,4571.75,nan,3096.31,2996.53,4571.75,nan
Oper.Income Margin,8.2,5.44,6.64,6.59,7.83,5.33,5.72,nan
Net Income Margin,3.26,1.4,1.51,1.96,2.32,-0.6,1.88,1.18
ROA,5.48,1.86,2.24,2.38,3.22,0.28,2.7,nan
ROE,19.11,6.04,5.46,6.38,11.15,-2.82,6.95,nan
EPS(KRW),27978.0,10030.0,11124.0,15226.0,4352.0,-1106.0,3367.0,538.0
BPS(KRW),158346.0,174525.0,233588.0,244265.0,159816.0,154827.0,233588.0,nan
DPS(KRW),15000.0,6500.0,6500.0,6813.0,nan,nan,6500.0,nan
PER,11.92,39.83,15.7,12.93,nan,nan,nan,nan
PBR,2.11,2.29,0.75,0.81,2.37,1.87,0.75,nan
Issued Shares,4480.0,4480.0,4480.0,nan,4480.0,4480.0,4480.0,nan
Div Yield,4.5,1.63,3.72,nan,nan,nan,3.72,nan
