계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,15539.0,13543.0,13086.0,13429.0,3209.0,2960.0,3823.0,3042.0
Operating Income,1153.0,487.0,268.0,351.0,133.0,21.0,3.0,47.0
Oper.Income(Rep.),1153.0,487.0,268.0,nan,133.0,21.0,3.0,47.0
Net Income,1188.0,396.0,327.0,360.0,156.0,49.0,-4.0,45.0
Net Income(Contr.),1183.0,392.0,325.0,362.0,155.0,50.0,-5.0,45.0
Net Income(Minor.),5.0,4.0,2.0,nan,1.0,-1.0,1.0,nan
Total Assets,12787.0,13241.0,13331.0,13550.0,12668.0,12782.0,13331.0,nan
Total Liabilities,4450.0,4724.0,4866.0,4871.0,4193.0,4256.0,4866.0,nan
Total Equity,8337.0,8517.0,8465.0,8679.0,8475.0,8526.0,8465.0,nan
Net Income(Contr.),8305.0,8490.0,8415.0,8627.0,8439.0,8491.0,8415.0,nan
Net Income(Minor.),32.0,27.0,50.0,52.0,36.0,35.0,50.0,nan
Capital Stock,357.0,357.0,357.0,359.0,357.0,357.0,357.0,nan
Total Debt/Equity,53.38,55.46,57.48,56.12,49.47,49.92,57.48,nan
Reserve Ratio,2226.38,2278.13,2309.98,nan,2316.86,2331.32,2309.98,nan
Oper.Income Margin,7.42,3.6,2.05,2.62,4.14,0.7,0.08,nan
Net Income Margin,7.61,2.9,2.48,2.69,4.82,1.69,-0.12,1.48
ROA,9.75,3.05,2.46,2.68,4.93,1.54,-0.12,nan
ROE,15.29,4.67,3.85,4.25,7.33,2.37,-0.22,nan
EPS(KRW),3313.0,1098.0,910.0,1022.0,434.0,140.0,-13.0,128.0
BPS(KRW),23264.0,23781.0,24100.0,24943.0,24169.0,24313.0,24100.0,nan
DPS(KRW),500.0,400.0,400.0,400.0,nan,nan,400.0,nan
PER,7.47,16.66,11.09,9.77,nan,nan,nan,nan
PBR,1.06,0.77,0.42,0.4,0.66,0.56,0.42,nan
Issued Shares,35700.0,35700.0,35700.0,nan,35700.0,35700.0,35700.0,nan
Div Yield,2.02,2.19,3.96,nan,nan,nan,3.96,nan
