계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,187595.0,145144.0,166376.0,166079.0,40736.0,45603.0,42276.0,40483.0
Operating Income,9655.0,4331.0,4892.0,4135.0,1296.0,1547.0,942.0,1169.0
Oper.Income(Rep.),9655.0,4331.0,4892.0,nan,1296.0,1547.0,942.0,1169.0
Net Income,7793.0,1934.0,2695.0,3214.0,1131.0,1207.0,-624.0,1104.0
Net Income(Contr.),5152.0,1171.0,1757.0,2688.0,903.0,850.0,-799.0,1000.0
Net Income(Minor.),2641.0,763.0,938.0,nan,228.0,357.0,175.0,nan
Total Assets,77190.0,79953.0,89309.0,91596.0,89906.0,87691.0,89309.0,nan
Total Liabilities,46825.0,49204.0,56113.0,56055.0,56088.0,53452.0,56113.0,nan
Total Equity,30365.0,30750.0,33196.0,35541.0,33818.0,34238.0,33196.0,nan
Net Income(Contr.),22612.0,22722.0,26603.0,28632.0,24841.0,25622.0,26603.0,nan
Net Income(Minor.),7753.0,8028.0,6593.0,6909.0,8977.0,8616.0,6593.0,nan
Capital Stock,1938.0,1938.0,1938.0,1939.0,1938.0,1938.0,1938.0,nan
Total Debt/Equity,154.21,160.01,169.03,157.72,165.85,156.12,169.03,nan
Reserve Ratio,1087.76,1093.42,1293.68,nan,1202.79,1243.08,1293.68,nan
Oper.Income Margin,5.15,2.98,2.94,2.49,3.18,3.39,2.23,nan
Net Income Margin,2.75,0.81,1.06,1.62,2.22,1.86,-1.89,2.73
ROA,10.77,2.46,3.18,3.55,5.16,5.44,-2.82,nan
ROE,25.53,5.17,7.12,9.73,14.96,13.48,-12.24,nan
EPS(KRW),13293.0,3021.0,4533.0,6936.0,2330.0,2194.0,-2061.0,2580.0
BPS(KRW),59388.0,59671.0,69684.0,74920.0,65139.0,67154.0,69684.0,nan
DPS(KRW),3000.0,1200.0,2000.0,2000.0,nan,nan,2000.0,nan
PER,2.55,9.73,5.97,3.98,nan,nan,nan,nan
PBR,0.57,0.49,0.39,0.37,0.47,0.45,0.39,nan
Issued Shares,38760.0,38760.0,38760.0,nan,38760.0,38760.0,38760.0,nan
Div Yield,8.84,4.08,7.39,nan,nan,nan,7.39,nan
