계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,25974.0,27017.0,28479.0,31085.0,7638.0,7085.0,6976.0,7712.0
Operating Income,-543.0,1870.0,1721.0,1996.0,629.0,523.0,155.0,407.0
Oper.Income(Rep.),-543.0,1870.0,1721.0,nan,629.0,523.0,155.0,407.0
Net Income,-275.0,1031.0,1267.0,1325.0,444.0,-64.0,478.0,399.0
Net Income(Contr.),-278.0,1028.0,1264.0,1320.0,443.0,-67.0,480.0,398.0
Net Income(Minor.),3.0,3.0,4.0,nan,1.0,3.0,-2.0,nan
Total Assets,39443.0,42327.0,45745.0,47209.0,44954.0,45624.0,45745.0,nan
Total Liabilities,23481.0,25278.0,27029.0,27427.0,26805.0,27629.0,27029.0,nan
Total Equity,15962.0,17049.0,18716.0,19781.0,18149.0,17994.0,18716.0,nan
Net Income(Contr.),15886.0,16964.0,18622.0,19697.0,18057.0,17903.0,18622.0,nan
Net Income(Minor.),76.0,85.0,94.0,84.0,91.0,91.0,94.0,nan
Capital Stock,541.0,541.0,541.0,540.0,541.0,541.0,541.0,nan
Total Debt/Equity,147.1,148.27,144.41,138.66,147.7,153.54,144.41,nan
Reserve Ratio,2842.8,3042.14,3348.66,nan,3244.26,3215.7,3348.66,nan
Oper.Income Margin,-2.09,6.92,6.04,6.42,8.23,7.38,2.22,nan
Net Income Margin,-1.07,3.8,4.44,4.25,5.8,-0.95,6.88,5.18
ROA,-0.71,2.52,2.88,2.85,4.02,-0.57,4.18,nan
ROE,-1.74,6.26,7.1,6.89,9.98,-1.49,10.52,nan
EPS(KRW),-267.0,987.0,1213.0,1267.0,425.0,-64.0,461.0,382.0
BPS(KRW),15279.0,16314.0,17905.0,18938.0,17363.0,17215.0,17905.0,nan
DPS(KRW),100.0,115.0,130.0,136.0,nan,nan,130.0,nan
PER,nan,8.15,4.95,4.7,nan,nan,nan,nan
PBR,0.4,0.49,0.34,0.31,0.45,0.42,0.34,nan
Issued Shares,97668.0,97668.0,97668.0,nan,97668.0,97668.0,97668.0,nan
Div Yield,1.63,1.43,2.16,nan,nan,nan,2.16,nan
