계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,311.0,425.0,582.0,689.0,nan,nan,nan,154.0
Operating Income,129.0,223.0,361.0,413.0,nan,nan,nan,92.0
Oper.Income(Rep.),129.0,223.0,361.0,nan,nan,0.0,nan,nan
Net Income,115.0,216.0,326.0,367.0,nan,nan,nan,nan
Net Income(Contr.),115.0,216.0,326.0,367.0,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,445.0,639.0,981.0,1338.0,nan,981.0,nan,nan
Total Liabilities,56.0,68.0,92.0,94.0,nan,92.0,nan,nan
Total Equity,389.0,571.0,888.0,1244.0,nan,888.0,nan,nan
Net Income(Contr.),389.0,571.0,888.0,1244.0,nan,888.0,nan,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,nan,0.0,nan,nan
Capital Stock,58.0,58.0,58.0,58.0,nan,58.0,nan,nan
Total Debt/Equity,14.38,11.83,10.4,7.56,nan,10.4,nan,nan
Reserve Ratio,569.78,930.7,1471.69,nan,nan,1471.69,nan,nan
Oper.Income Margin,41.51,52.48,61.97,59.94,nan,nan,nan,59.74
Net Income Margin,36.88,50.71,56.09,53.27,nan,nan,nan,nan
ROA,30.83,39.77,40.31,31.66,nan,nan,nan,nan
ROE,35.06,44.89,44.73,34.42,nan,nan,nan,nan
EPS(KRW),198.0,370.0,559.0,628.0,nan,0.0,nan,nan
BPS(KRW),670.0,1031.0,1572.0,2181.0,nan,1572.0,nan,nan
DPS(KRW),10.0,18.0,20.0,30.0,nan,20.0,nan,nan
PER,16.26,22.99,14.4,14.99,nan,nan,nan,nan
PBR,4.81,8.25,5.12,4.32,nan,5.12,nan,nan
Issued Shares,58133.0,58333.0,58419.0,nan,nan,58419.0,nan,nan
Div Yield,0.31,0.21,0.25,nan,nan,0.25,nan,nan
