계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,30013.0,36946.0,45473.0,56111.0,11569.0,11871.0,12564.0,12983.0
Operating Income,9836.0,11137.0,13201.0,17143.0,4345.0,3386.0,3257.0,4867.0
Oper.Income(Rep.),9836.0,11137.0,13201.0,nan,4345.0,3386.0,3257.0,4867.0
Net Income,7981.0,8577.0,10833.0,13697.0,3180.0,2645.0,3215.0,3756.0
Net Income(Contr.),7981.0,8577.0,10833.0,13750.0,3180.0,2645.0,3215.0,3756.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,165821.0,160462.0,173363.0,190823.0,163429.0,160263.0,173363.0,nan
Total Liabilities,75976.0,62157.0,64316.0,68934.0,60145.0,54348.0,64316.0,nan
Total Equity,89845.0,98305.0,109047.0,121890.0,103283.0,105915.0,109047.0,nan
Net Income(Contr.),89845.0,98305.0,109047.0,121819.0,103283.0,105915.0,109047.0,nan
Net Income(Minor.),0.0,0.0,0.0,70.0,0.0,0.0,0.0,nan
Capital Stock,1779.0,1779.0,1779.0,1780.0,1779.0,1779.0,1779.0,nan
Total Debt/Equity,84.56,63.23,58.98,56.55,58.23,51.31,58.98,nan
Reserve Ratio,4949.3,5424.77,6028.46,nan,5704.55,5852.48,6028.46,nan
Oper.Income Margin,32.77,30.14,29.03,30.55,37.56,28.52,25.92,nan
Net Income Margin,26.59,23.21,23.82,24.5,27.49,22.28,25.59,28.93
ROA,6.5,5.26,6.49,7.52,7.74,6.54,7.71,nan
ROE,11.42,9.12,10.45,11.91,12.51,10.11,11.96,nan
EPS(KRW),11392.0,12051.0,15221.0,19319.0,4468.0,3716.0,4517.0,5277.0
BPS(KRW),126233.0,138119.0,153212.0,171157.0,145114.0,148812.0,153212.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,72.07,63.07,62.35,53.21,nan,nan,nan,nan
PBR,6.5,5.5,6.19,6.01,5.01,6.57,6.19,nan
Issued Shares,71174.0,71174.0,71174.0,nan,71174.0,71174.0,71174.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
