계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,2575.0,3050.0,3221.0,1959.0,1166.0,655.0,176.0,163.0
Operating Income,580.0,464.0,-709.0,-705.0,18.0,-194.0,-540.0,-304.0
Oper.Income(Rep.),580.0,464.0,-709.0,nan,18.0,-194.0,-540.0,-304.0
Net Income,553.0,536.0,-722.0,-691.0,34.0,-210.0,-580.0,-313.0
Net Income(Contr.),553.0,536.0,-722.0,-691.0,34.0,-210.0,-580.0,-313.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,10782.0,13585.0,18102.0,21260.0,15553.0,16417.0,18102.0,nan
Total Liabilities,1436.0,3581.0,8415.0,12294.0,5294.0,6422.0,8415.0,nan
Total Equity,9346.0,10004.0,9686.0,8964.0,10258.0,9995.0,9686.0,nan
Net Income(Contr.),9346.0,10004.0,9686.0,8964.0,10258.0,9995.0,9686.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,168.0,168.0,169.0,170.0,168.0,168.0,169.0,nan
Total Debt/Equity,15.36,35.8,86.88,137.15,51.61,64.26,86.88,nan
Reserve Ratio,5447.43,5837.75,5624.3,nan,5988.61,5832.09,5624.3,nan
Oper.Income Margin,22.54,15.21,-22.03,-35.97,1.57,-29.65,-307.08,nan
Net Income Margin,21.46,17.58,-22.42,-35.28,2.92,-32.09,-329.92,-191.77
ROA,6.47,4.4,-4.56,-3.51,0.9,-5.26,-13.43,nan
ROE,8.24,5.54,-7.33,-7.41,1.34,-8.3,-23.56,nan
EPS(KRW),1934.0,1591.0,-2134.0,-2042.0,101.0,-624.0,-1713.0,-924.0
BPS(KRW),27737.0,29689.0,28622.0,26487.0,30443.0,29660.0,28622.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,20.87,27.96,nan,nan,nan,nan,nan,nan
PBR,1.45,1.5,0.39,0.31,0.99,0.68,0.39,nan
Issued Shares,33697.0,33697.0,33843.0,nan,33697.0,33697.0,33843.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
