계정,2022/12,2023/12,2024/12,2025/12(E),2024/09,2024/12,2025/03,2025/06(E)
Sales,458,566.0,726.0,nan,nan,nan,nan,nan
Operating Income,42,104.0,110.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),42,104.0,110.0,nan,nan,0.0,nan,nan
Net Income,134,145.0,115.0,nan,nan,nan,nan,nan
Net Income(Contr.),134,145.0,115.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,276,787.0,882.0,nan,nan,882.0,nan,nan
Total Liabilities,200,210.0,178.0,nan,nan,178.0,nan,nan
Total Equity,75,577.0,704.0,nan,nan,704.0,nan,nan
Net Income(Contr.),75,577.0,704.0,nan,nan,704.0,nan,nan
Net Income(Minor.),0,0.0,0.0,nan,nan,0.0,nan,nan
Capital Stock,33,42.0,43.0,nan,nan,43.0,nan,nan
Total Debt/Equity,265.77,36.4,25.22,nan,nan,25.22,nan,nan
Reserve Ratio,129.56,1276.25,1557.42,nan,nan,1557.42,nan,nan
Oper.Income Margin,9.10,18.39,15.15,nan,nan,nan,nan,nan
Net Income Margin,29.13,25.7,15.84,nan,nan,nan,nan,nan
ROA,58.79,27.35,13.78,nan,nan,nan,nan,nan
ROE,Completely Impaired capital,44.55,17.95,nan,nan,nan,nan,nan
EPS(KRW),2033,2060.0,1358.0,nan,nan,0.0,nan,nan
BPS(KRW),1148,6881.0,8287.0,nan,nan,8287.0,nan,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,8.37,10.6,nan,nan,nan,nan,nan
PBR,nan,2.51,1.74,nan,nan,1.74,nan,nan
Issued Shares,6567,8388.0,8499.0,nan,nan,8499.0,nan,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
