계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,4005.0,5447.0,6265.0,nan,1500.0,1573.0,1693.0,1569.0
Operating Income,26.0,340.0,450.0,nan,143.0,162.0,-5.0,145.0
Oper.Income(Rep.),26.0,340.0,450.0,nan,143.0,162.0,-5.0,145.0
Net Income,58.0,314.0,406.0,nan,114.0,133.0,29.0,114.0
Net Income(Contr.),58.0,314.0,406.0,nan,114.0,133.0,29.0,114.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,4211.0,4769.0,5025.0,nan,4848.0,5122.0,5025.0,nan
Total Liabilities,818.0,1284.0,1323.0,nan,1142.0,1275.0,1323.0,nan
Total Equity,3393.0,3485.0,3702.0,nan,3705.0,3847.0,3702.0,nan
Net Income(Contr.),3393.0,3485.0,3702.0,nan,3705.0,3847.0,3702.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,158.0,158.0,158.0,nan,158.0,158.0,158.0,nan
Total Debt/Equity,24.12,36.84,35.73,nan,30.83,33.14,35.73,nan
Reserve Ratio,2045.18,2103.27,2240.78,nan,2242.53,2331.94,2240.78,nan
Oper.Income Margin,0.65,6.24,7.18,nan,9.5,10.33,-0.27,nan
Net Income Margin,1.44,5.77,6.48,nan,7.6,8.44,1.72,7.3
ROA,1.43,7.0,8.29,nan,9.52,10.66,2.29,nan
ROE,1.84,9.14,11.3,nan,12.5,14.07,3.08,nan
EPS(KRW),1824.0,9924.0,12824.0,nan,3602.0,4194.0,917.0,3615.0
BPS(KRW),107259.0,110164.0,117039.0,nan,117126.0,121597.0,117039.0,nan
DPS(KRW),nan,1000.0,1000.0,nan,nan,nan,1000.0,nan
PER,22.07,4.99,4.43,nan,nan,nan,nan,nan
PBR,0.38,0.45,0.49,nan,0.62,0.44,0.49,nan
Issued Shares,3166.0,3166.0,3166.0,nan,3166.0,3166.0,3166.0,nan
Div Yield,nan,2.02,1.76,nan,nan,nan,1.76,nan
