계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Net Operating Revenue,27523.0,27106.0,27898.0,43224.0,7210.0,6839.0,6798.0,nan
Operating Income,8489.0,8100.0,8854.0,8802.0,2486.0,2238.0,1718.0,2449.0
Oper.Income(Rep.),8489.0,8100.0,8854.0,nan,2486.0,2238.0,1718.0,2449.0
Net Income,6223.0,6094.0,6646.0,6580.0,1849.0,1687.0,1331.0,1844.0
Net Income(Contr.),6223.0,6094.0,6646.0,6580.0,1849.0,1687.0,1331.0,1844.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,296232.0,288065.0,294941.0,313172.0,287185.0,290390.0,294941.0,nan
Total Liabilities,217337.0,206706.0,210079.0,224772.0,204896.0,206699.0,210079.0,nan
Total Equity,78895.0,81359.0,84862.0,88400.0,82289.0,83691.0,84862.0,nan
Net Income(Contr.),78895.0,81359.0,84862.0,88405.0,82289.0,83691.0,84862.0,nan
Net Income(Minor.),0.0,0.0,0.0,-5.0,0.0,0.0,0.0,nan
Capital Stock,6148.0,6148.0,6148.0,6150.0,6148.0,6148.0,6148.0,nan
Total Debt/Equity,275.47,254.07,247.55,254.27,249.0,246.98,247.55,nan
Reserve Ratio,1248.97,1289.04,1346.02,nan,1304.17,1326.97,1346.02,nan
Oper.Income Margin,22.37,20.23,20.2,20.36,22.82,25.34,13.17,nan
Net Income Margin,16.4,15.22,15.16,15.22,16.97,19.1,10.21,nan
ROA,2.19,2.09,2.28,2.16,2.59,2.34,1.82,nan
ROE,8.08,7.61,8.0,7.6,9.08,8.13,6.32,nan
EPS(KRW),5371.0,5260.0,5736.0,5679.0,1596.0,1456.0,1149.0,1592.0
BPS(KRW),71582.0,73708.0,76732.0,79790.0,74511.0,75721.0,76732.0,nan
DPS(KRW),2500.0,2500.0,2800.0,2820.0,nan,nan,2800.0,nan
PER,5.5,6.15,6.88,7.29,nan,nan,nan,nan
PBR,0.41,0.44,0.51,0.52,0.51,0.54,0.51,nan
Issued Shares,115859.0,115859.0,115859.0,nan,115859.0,115859.0,115859.0,nan
Div Yield,8.46,7.73,7.1,nan,nan,nan,7.1,nan
