계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,3951.0,3849.0,3852.0,4095.0,1020.0,873.0,1017.0,1013.0
Operating Income,796.0,640.0,540.0,577.0,168.0,125.0,103.0,132.0
Oper.Income(Rep.),796.0,640.0,540.0,nan,168.0,125.0,103.0,132.0
Net Income,786.0,530.0,553.0,537.0,151.0,73.0,157.0,117.0
Net Income(Contr.),769.0,517.0,551.0,533.0,155.0,71.0,159.0,123.0
Net Income(Minor.),17.0,12.0,1.0,nan,-4.0,2.0,-2.0,nan
Total Assets,5111.0,5869.0,6503.0,7207.0,6279.0,6199.0,6503.0,nan
Total Liabilities,1477.0,1727.0,1798.0,1994.0,1781.0,1678.0,1798.0,nan
Total Equity,3634.0,4142.0,4705.0,5213.0,4498.0,4521.0,4705.0,nan
Net Income(Contr.),3493.0,3986.0,4534.0,5043.0,4336.0,4364.0,4534.0,nan
Net Income(Minor.),141.0,155.0,171.0,170.0,162.0,157.0,171.0,nan
Capital Stock,74.0,74.0,74.0,72.0,74.0,74.0,74.0,nan
Total Debt/Equity,40.63,41.7,38.22,38.26,39.58,37.12,38.22,nan
Reserve Ratio,4602.84,5267.48,6004.86,nan,5738.59,5776.0,6004.86,nan
Oper.Income Margin,20.16,16.64,14.01,14.1,16.52,14.27,10.11,nan
Net Income Margin,19.46,13.44,14.31,13.02,15.16,8.15,15.63,11.52
ROA,16.89,9.65,8.93,7.84,9.75,4.66,9.88,nan
ROE,24.7,13.83,12.94,11.13,14.56,6.54,14.29,nan
EPS(KRW),5176.0,3483.0,3712.0,3588.0,1040.0,479.0,1070.0,829.0
BPS(KRW),23514.0,26837.0,30524.0,33947.0,29193.0,29380.0,30524.0,nan
DPS(KRW),100.0,100.0,100.0,100.0,nan,nan,100.0,nan
PER,6.34,9.55,5.09,5.47,nan,nan,nan,nan
PBR,1.39,1.24,0.62,0.58,0.92,0.82,0.62,nan
Issued Shares,14854.0,14854.0,14854.0,nan,14854.0,14854.0,14854.0,nan
Div Yield,0.3,0.3,0.53,nan,nan,nan,0.53,nan
