계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,3326.0,814.0,794.0,nan,298.0,233.0,35.0,nan
Operating Income,168.0,-3438.0,-809.0,nan,-72.0,-24.0,-621.0,nan
Oper.Income(Rep.),168.0,-3438.0,-809.0,nan,-72.0,-24.0,-621.0,nan
Net Income,949.0,-5918.0,-1181.0,nan,-166.0,245.0,-517.0,nan
Net Income(Contr.),915.0,-5929.0,-1250.0,nan,-168.0,182.0,-541.0,nan
Net Income(Minor.),34.0,11.0,70.0,nan,1.0,62.0,24.0,nan
Total Assets,22830.0,23169.0,18014.0,nan,20961.0,19960.0,18014.0,nan
Total Liabilities,7366.0,13431.0,7972.0,nan,14124.0,10943.0,7972.0,nan
Total Equity,15464.0,9738.0,10043.0,nan,6837.0,9018.0,10043.0,nan
Net Income(Contr.),15018.0,9136.0,9377.0,nan,6252.0,8370.0,9377.0,nan
Net Income(Minor.),446.0,602.0,665.0,nan,585.0,648.0,665.0,nan
Capital Stock,261.0,258.0,258.0,nan,258.0,258.0,258.0,nan
Total Debt/Equity,47.63,137.92,79.38,nan,206.56,121.35,79.38,nan
Reserve Ratio,6088.72,3820.54,3913.88,nan,2704.22,3523.84,3913.88,nan
Oper.Income Margin,5.04,-422.49,-101.93,nan,-24.02,-10.25,-1759.34,nan
Net Income Margin,27.52,-728.71,-157.54,nan,-56.2,78.15,-1534.19,nan
ROA,4.3,-25.73,-5.73,nan,-3.16,4.79,-10.9,nan
ROE,6.31,-49.09,-13.51,nan,-10.55,9.98,-24.41,nan
EPS(KRW),1754.0,-11436.0,-2420.0,nan,-324.0,353.0,-1048.0,nan
BPS(KRW),30944.0,19603.0,20069.0,nan,14021.0,18119.0,20069.0,nan
DPS(KRW),150.0,nan,nan,nan,nan,nan,nan,nan
PER,5.96,nan,nan,nan,nan,nan,nan,nan
PBR,0.34,0.22,0.14,nan,0.25,0.2,0.14,nan
Issued Shares,50929.0,50429.0,50429.0,nan,50429.0,50429.0,50429.0,nan
Div Yield,1.44,nan,nan,nan,nan,nan,nan,nan
