계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,3877.0,4067.0,4494.0,4590.0,1261.0,1095.0,1215.0,979.0
Operating Income,802.0,678.0,1048.0,960.0,491.0,239.0,164.0,170.0
Oper.Income(Rep.),802.0,678.0,1048.0,nan,491.0,239.0,164.0,170.0
Net Income,732.0,834.0,1000.0,850.0,461.0,218.0,178.0,164.0
Net Income(Contr.),731.0,832.0,997.0,850.0,459.0,216.0,178.0,164.0
Net Income(Minor.),1.0,2.0,3.0,nan,2.0,2.0,-0.0,nan
Total Assets,11428.0,11943.0,13191.0,13980.0,12664.0,12870.0,13191.0,nan
Total Liabilities,1782.0,1703.0,2037.0,2050.0,1875.0,1895.0,2037.0,nan
Total Equity,9646.0,10239.0,11155.0,11930.0,10789.0,10974.0,11155.0,nan
Net Income(Contr.),9548.0,10139.0,11052.0,11830.0,10688.0,10872.0,11052.0,nan
Net Income(Minor.),98.0,100.0,102.0,100.0,101.0,103.0,102.0,nan
Capital Stock,614.0,614.0,848.0,850.0,848.0,848.0,848.0,nan
Total Debt/Equity,18.48,16.64,18.26,17.18,17.38,17.27,18.26,nan
Reserve Ratio,1488.71,1582.03,1220.5,nan,1177.47,1199.17,1220.5,nan
Oper.Income Margin,20.68,16.68,23.31,20.92,38.89,21.81,13.48,nan
Net Income Margin,18.86,20.45,22.18,18.52,36.41,19.76,14.66,16.76
ROA,6.67,7.14,7.95,6.26,14.84,6.82,5.46,nan
ROE,7.94,8.45,9.41,7.43,17.61,8.03,6.5,nan
EPS(KRW),4749.0,5595.0,6889.0,5896.0,3185.0,1500.0,1236.0,1141.0
BPS(KRW),63369.0,69849.0,77623.0,83017.0,75094.0,76370.0,77623.0,nan
DPS(KRW),878.0,946.0,1400.0,1400.0,nan,nan,1400.0,nan
PER,4.03,4.47,3.75,4.94,nan,nan,nan,nan
PBR,0.3,0.36,0.33,0.35,0.36,0.35,0.33,nan
Issued Shares,15395.0,14787.0,14417.0,nan,14417.0,14417.0,14417.0,nan
Div Yield,4.59,3.79,5.42,nan,nan,nan,5.42,nan
