계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,6918.0,9258.0,6626.0,10446.0,1734.0,1992.0,1630.0,2380.0
Operating Income,719.0,756.0,418.0,546.0,150.0,152.0,27.0,87.0
Oper.Income(Rep.),719.0,756.0,418.0,nan,150.0,152.0,27.0,nan
Net Income,280.0,575.0,169.0,282.0,30.0,94.0,1.0,37.0
Net Income(Contr.),223.0,575.0,164.0,281.0,28.0,91.0,4.0,nan
Net Income(Minor.),58.0,1.0,5.0,nan,2.0,3.0,-2.0,nan
Total Assets,12200.0,14319.0,14219.0,15603.0,14480.0,13769.0,14219.0,nan
Total Liabilities,6940.0,7331.0,7084.0,8266.0,7417.0,6612.0,7084.0,nan
Total Equity,5260.0,6988.0,7135.0,7337.0,7063.0,7157.0,7135.0,nan
Net Income(Contr.),5208.0,6946.0,7088.0,7289.0,7016.0,7107.0,7088.0,nan
Net Income(Minor.),52.0,42.0,47.0,47.0,47.0,49.0,47.0,nan
Capital Stock,266.0,296.0,296.0,298.0,296.0,296.0,296.0,nan
Total Debt/Equity,131.96,104.9,99.29,112.66,105.02,92.39,99.29,nan
Reserve Ratio,1856.5,2246.87,2294.78,nan,2270.45,2301.33,2294.78,nan
Oper.Income Margin,10.4,8.17,6.31,5.23,8.64,7.63,1.64,3.66
Net Income Margin,3.22,6.21,2.47,2.69,1.61,4.57,0.23,nan
ROA,2.86,4.34,1.18,1.89,0.81,2.66,0.04,1.04
ROE,6.73,9.46,2.34,3.91,1.6,5.16,0.21,nan
EPS(KRW),512.0,971.0,277.0,474.0,47.0,154.0,6.0,nan
BPS(KRW),9783.0,11734.0,11974.0,12314.0,11852.0,12007.0,11974.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,39.29,20.36,46.48,43.11,nan,nan,nan,nan
PBR,2.05,1.68,1.07,1.66,1.19,1.25,1.07,nan
Issued Shares,53235.0,59196.0,59196.0,nan,59196.0,59196.0,59196.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
