계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,450.0,530.0,468.0,nan,144.0,100.0,115.0,53.0
Operating Income,-132.0,-192.0,-412.0,nan,-79.0,-96.0,-169.0,-121.0
Oper.Income(Rep.),-132.0,-192.0,-412.0,nan,-79.0,-96.0,-169.0,-121.0
Net Income,-125.0,-159.0,-366.0,nan,-37.0,-69.0,-231.0,-94.0
Net Income(Contr.),-125.0,-159.0,-366.0,nan,-37.0,-69.0,-231.0,-94.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,626.0,4564.0,4217.0,nan,4492.0,4453.0,4217.0,nan
Total Liabilities,199.0,176.0,192.0,nan,161.0,192.0,192.0,nan
Total Equity,428.0,4388.0,4025.0,nan,4331.0,4261.0,4025.0,nan
Net Income(Contr.),428.0,4388.0,4025.0,nan,4331.0,4261.0,4025.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,243.0,324.0,324.0,nan,324.0,324.0,324.0,nan
Total Debt/Equity,46.42,4.01,4.77,nan,3.72,4.5,4.77,nan
Reserve Ratio,75.92,1253.93,1141.9,nan,1236.34,1214.72,1141.9,nan
Oper.Income Margin,-29.43,-36.14,-87.98,nan,-54.57,-95.55,-146.71,nan
Net Income Margin,-27.91,-29.93,-78.07,nan,-25.69,-68.58,-201.27,-178.37
ROA,-27.26,-6.12,-8.33,nan,-3.29,-6.15,-21.34,nan
ROE,-43.07,-6.59,-8.69,nan,-3.41,-6.41,-22.33,nan
EPS(KRW),-259.0,-300.0,-564.0,nan,-57.0,-106.0,-357.0,-145.0
BPS(KRW),880.0,6770.0,6210.0,nan,6682.0,6574.0,6210.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,nan,17.15,8.42,nan,11.96,9.69,8.42,nan
Issued Shares,48620.0,64820.0,64820.0,nan,64820.0,64820.0,64820.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
