계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4014.0,5568.0,8323.0,9425.0,2104.0,2351.0,2007.0,2130.0
Operating Income,274.0,466.0,863.0,987.0,210.0,284.0,184.0,217.0
Oper.Income(Rep.),274.0,466.0,863.0,nan,210.0,284.0,184.0,nan
Net Income,208.0,295.0,620.0,nan,148.0,208.0,137.0,nan
Net Income(Contr.),208.0,295.0,620.0,754.0,148.0,208.0,137.0,164.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2919.0,4973.0,7074.0,nan,5601.0,6044.0,7074.0,nan
Total Liabilities,2185.0,4006.0,5602.0,nan,4432.0,4689.0,5602.0,nan
Total Equity,734.0,967.0,1473.0,nan,1169.0,1355.0,1473.0,nan
Net Income(Contr.),734.0,967.0,1483.0,nan,1169.0,1355.0,1483.0,nan
Net Income(Minor.),0.0,0.0,-11.0,nan,0.0,0.0,-11.0,nan
Capital Stock,51.0,51.0,51.0,nan,51.0,51.0,51.0,nan
Total Debt/Equity,297.68,414.04,380.39,nan,379.3,345.99,380.39,nan
Reserve Ratio,1328.82,1843.15,2981.83,nan,2309.7,2715.23,2981.83,nan
Oper.Income Margin,6.82,8.36,10.37,10.47,9.98,12.09,9.17,10.19
Net Income Margin,5.18,5.3,7.45,8.0,7.02,8.86,6.82,7.7
ROA,8.2,7.48,10.3,nan,10.32,14.31,8.35,nan
ROE,36.19,34.68,50.62,50.83,53.95,66.05,38.6,44.22
EPS(KRW),410.0,574.0,1207.0,1468.0,287.0,406.0,267.0,319.0
BPS(KRW),1429.0,1943.0,3082.0,nan,2410.0,2815.0,3082.0,nan
DPS(KRW),60.0,70.0,100.0,nan,nan,nan,100.0,nan
PER,3.28,5.52,4.65,6.23,nan,nan,nan,nan
PBR,0.94,1.63,1.82,nan,2.25,1.65,1.82,nan
Issued Shares,51380.0,51380.0,51380.0,nan,51380.0,51380.0,51380.0,nan
Div Yield,4.45,2.21,1.78,nan,nan,nan,1.78,nan
