계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,26066.0,22655.0,21219.0,nan,5546.0,5264.0,4865.0,nan
Operating Income,-1045.0,-994.0,-272.0,nan,69.0,-172.0,-106.0,nan
Oper.Income(Rep.),-1045.0,-994.0,-272.0,nan,69.0,-172.0,-106.0,nan
Net Income,2571.0,-147.0,2184.0,nan,496.0,136.0,1155.0,nan
Net Income(Contr.),2567.0,-185.0,2145.0,nan,485.0,127.0,1146.0,nan
Net Income(Minor.),5.0,38.0,38.0,nan,11.0,9.0,8.0,nan
Total Assets,48207.0,47383.0,47223.0,nan,46320.0,45913.0,47223.0,nan
Total Liabilities,6980.0,7088.0,7067.0,nan,7271.0,6877.0,7067.0,nan
Total Equity,41227.0,40295.0,40156.0,nan,39050.0,39037.0,40156.0,nan
Net Income(Contr.),40440.0,39470.0,39292.0,nan,38204.0,38182.0,39292.0,nan
Net Income(Minor.),787.0,825.0,863.0,nan,846.0,855.0,863.0,nan
Capital Stock,56.0,56.0,56.0,nan,56.0,56.0,56.0,nan
Total Debt/Equity,16.93,17.59,17.6,nan,18.62,17.62,17.6,nan
Reserve Ratio,77655.35,75912.99,75593.83,nan,73638.78,73599.41,75593.83,nan
Oper.Income Margin,-4.01,-4.39,-1.28,nan,1.25,-3.27,-2.18,nan
Net Income Margin,9.85,-0.82,10.11,nan,8.74,2.42,23.56,nan
ROA,5.28,-0.31,4.62,nan,4.28,1.18,9.92,nan
ROE,6.47,-0.46,5.45,nan,5.05,1.33,11.83,nan
EPS(KRW),230518.0,-16618.0,192681.0,nan,43527.0,11443.0,102935.0,nan
BPS(KRW),3887768.0,3800650.0,3784691.0,nan,3686939.0,3684971.0,3784691.0,nan
DPS(KRW),1750.0,1750.0,1750.0,nan,nan,nan,1750.0,nan
PER,3.24,nan,3.15,nan,nan,nan,nan,nan
PBR,0.19,0.16,0.16,nan,0.17,0.18,0.16,nan
Issued Shares,1113.0,1113.0,1113.0,nan,1113.0,1113.0,1113.0,nan
Div Yield,0.23,0.29,0.29,nan,nan,nan,0.29,nan
