계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,140961.0,161118.0,178707.0,242303.0,44022.0,46753.0,45018.0,nan
Operating Income,28306.0,17901.0,21102.0,19952.0,4429.0,6657.0,4641.0,nan
Oper.Income(Rep.),28306.0,17901.0,21102.0,nan,4429.0,6657.0,4641.0,nan
Net Income,17295.0,11291.0,13819.0,13870.0,3591.0,3169.0,2993.0,nan
Net Income(Contr.),17284.0,10612.0,13173.0,12937.0,3525.0,2921.0,2977.0,nan
Net Income(Minor.),11.0,679.0,646.0,nan,67.0,248.0,15.0,nan
Total Assets,289977.0,303918.0,470121.0,483836.0,314832.0,317506.0,470121.0,nan
Total Liabilities,197052.0,205766.0,360489.0,363404.0,211419.0,211397.0,360489.0,nan
Total Equity,92925.0,98152.0,109632.0,120432.0,103414.0,106109.0,109632.0,nan
Net Income(Contr.),89942.0,95260.0,104729.0,115261.0,100167.0,102607.0,104729.0,nan
Net Income(Minor.),2983.0,2892.0,4903.0,5171.0,3246.0,3501.0,4903.0,nan
Capital Stock,18467.0,18467.0,18467.0,18569.0,18467.0,18467.0,18467.0,nan
Total Debt/Equity,212.06,209.64,328.82,301.75,204.44,199.23,328.82,nan
Reserve Ratio,387.05,415.85,467.13,nan,442.42,455.64,467.13,nan
Oper.Income Margin,20.08,11.11,11.81,8.23,10.06,14.24,10.31,nan
Net Income Margin,12.26,6.59,7.37,5.34,8.01,6.25,6.61,nan
ROA,6.21,3.8,3.57,2.91,4.58,4.01,3.04,nan
ROE,21.95,11.46,13.17,11.76,14.34,11.53,11.49,nan
EPS(KRW),4680.0,2873.0,3567.0,3503.0,954.0,791.0,806.0,nan
BPS(KRW),24353.0,25793.0,28356.0,31208.0,27121.0,27782.0,28356.0,nan
DPS(KRW),750.0,750.0,750.0,800.0,nan,nan,750.0,nan
PER,4.9,8.32,6.34,6.37,nan,nan,nan,nan
PBR,0.94,0.93,0.8,0.71,0.86,0.81,0.8,nan
Issued Shares,368221.0,368221.0,368221.0,nan,368221.0,368221.0,368221.0,nan
Div Yield,3.27,3.14,3.32,nan,nan,nan,3.32,nan
