계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,1889.0,2069.0,2225.0,2435.0,544.0,580.0,548.0,nan
Operating Income,271.0,309.0,359.0,396.0,84.0,93.0,96.0,nan
Oper.Income(Rep.),271.0,309.0,359.0,nan,84.0,93.0,96.0,nan
Net Income,150.0,281.0,440.0,289.0,67.0,68.0,254.0,nan
Net Income(Contr.),150.0,281.0,440.0,289.0,67.0,68.0,254.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2529.0,2558.0,3253.0,3311.0,2604.0,2619.0,3253.0,nan
Total Liabilities,1126.0,964.0,1249.0,1231.0,970.0,917.0,1249.0,nan
Total Equity,1403.0,1594.0,2004.0,2080.0,1634.0,1702.0,2004.0,nan
Net Income(Contr.),1403.0,1594.0,2004.0,2080.0,1634.0,1702.0,2004.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,396.0,396.0,396.0,396.0,396.0,396.0,396.0,nan
Total Debt/Equity,80.24,60.51,62.3,59.18,59.32,53.87,62.3,nan
Reserve Ratio,271.54,319.69,423.4,nan,329.92,347.0,423.4,nan
Oper.Income Margin,14.34,14.92,16.12,16.26,15.41,16.02,17.5,nan
Net Income Margin,7.92,13.61,19.77,11.87,12.24,11.67,46.42,nan
ROA,6.33,11.06,15.14,8.81,10.16,10.36,34.65,nan
ROE,11.01,18.78,24.45,14.15,16.63,16.21,54.9,nan
EPS(KRW),945.0,1777.0,2778.0,1825.0,420.0,427.0,1606.0,nan
BPS(KRW),9289.0,10492.0,13085.0,13562.0,10748.0,11175.0,13085.0,nan
DPS(KRW),500.0,500.0,500.0,500.0,nan,nan,500.0,nan
PER,12.86,7.24,3.92,6.32,nan,nan,nan,nan
PBR,1.31,1.23,0.83,0.85,1.11,0.97,0.83,nan
Issued Shares,15835.0,15835.0,15835.0,nan,15835.0,15835.0,15835.0,nan
Div Yield,4.12,3.89,4.6,nan,nan,nan,4.6,nan
