계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,5876.0,9942.0,10721.0,11380.0,2733.0,2682.0,2658.0,2833.0
Operating Income,104.0,1458.0,1361.0,1622.0,320.0,362.0,194.0,573.0
Oper.Income(Rep.),104.0,1458.0,1361.0,nan,320.0,362.0,194.0,573.0
Net Income,158.0,802.0,1107.0,1087.0,176.0,197.0,365.0,431.0
Net Income(Contr.),253.0,626.0,756.0,778.0,145.0,98.0,252.0,311.0
Net Income(Minor.),-95.0,176.0,351.0,nan,30.0,98.0,112.0,nan
Total Assets,35115.0,36183.0,39338.0,42073.0,36996.0,36441.0,39338.0,nan
Total Liabilities,18264.0,18328.0,18586.0,19479.0,18653.0,17919.0,18586.0,nan
Total Equity,16852.0,17855.0,20752.0,22594.0,18343.0,18522.0,20752.0,nan
Net Income(Contr.),13623.0,14055.0,16357.0,18236.0,14403.0,14484.0,16357.0,nan
Net Income(Minor.),3228.0,3799.0,4395.0,4358.0,3940.0,4038.0,4395.0,nan
Capital Stock,471.0,474.0,474.0,472.0,474.0,474.0,474.0,nan
Total Debt/Equity,108.38,102.65,89.56,86.22,101.69,96.75,89.56,nan
Reserve Ratio,2846.72,2914.5,3399.32,nan,2987.42,3004.36,3399.32,nan
Oper.Income Margin,1.77,14.66,12.69,14.26,11.71,13.5,7.31,nan
Net Income Margin,4.31,6.29,7.05,6.84,5.32,3.66,9.5,15.21
ROA,0.45,2.25,2.93,2.67,1.91,2.14,3.85,nan
ROE,1.95,4.52,4.97,4.5,4.06,2.72,6.55,nan
EPS(KRW),279.0,682.0,823.0,848.0,159.0,107.0,275.0,339.0
BPS(KRW),15239.0,15585.0,18092.0,20139.0,15962.0,16050.0,18092.0,nan
DPS(KRW),nan,100.0,150.0,153.0,nan,nan,150.0,nan
PER,63.19,19.54,11.66,15.74,nan,nan,nan,nan
PBR,1.15,0.85,0.53,0.66,0.88,0.75,0.53,nan
Issued Shares,91009.0,91759.0,91772.0,nan,91772.0,91772.0,91772.0,nan
Div Yield,nan,0.75,1.56,nan,nan,nan,1.56,nan
