계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1182.0,1124.0,1018.0,nan,250.0,238.0,267.0,nan
Operating Income,105.0,114.0,63.0,nan,19.0,9.0,21.0,nan
Oper.Income(Rep.),105.0,114.0,63.0,nan,19.0,9.0,21.0,nan
Net Income,85.0,92.0,52.0,nan,15.0,11.0,14.0,nan
Net Income(Contr.),85.0,92.0,52.0,nan,15.0,11.0,14.0,nan
Net Income(Minor.),nan,nan,-0.0,nan,nan,nan,-0.0,nan
Total Assets,1406.0,1403.0,1414.0,nan,1425.0,1504.0,1414.0,nan
Total Liabilities,338.0,264.0,253.0,nan,271.0,353.0,253.0,nan
Total Equity,1069.0,1139.0,1162.0,nan,1154.0,1150.0,1162.0,nan
Net Income(Contr.),1069.0,1139.0,1157.0,nan,1154.0,1150.0,1157.0,nan
Net Income(Minor.),0.0,0.0,5.0,nan,0.0,0.0,5.0,nan
Capital Stock,67.0,67.0,67.0,nan,67.0,67.0,67.0,nan
Total Debt/Equity,31.59,23.22,21.75,nan,23.48,30.74,21.75,nan
Reserve Ratio,1518.26,1606.35,1630.78,nan,1627.79,1622.34,1630.78,nan
Oper.Income Margin,8.85,10.1,6.17,nan,7.6,3.77,7.72,nan
Net Income Margin,7.16,8.21,5.14,nan,6.06,4.41,5.39,nan
ROA,6.06,6.57,3.71,nan,4.21,2.88,3.92,nan
ROE,8.13,8.36,4.56,nan,5.29,3.65,4.99,nan
EPS(KRW),891.0,972.0,550.0,nan,159.0,111.0,151.0,nan
BPS(KRW),11469.0,12094.0,12267.0,nan,12246.0,12207.0,12267.0,nan
DPS(KRW),250.0,270.0,290.0,nan,140.0,nan,150.0,nan
PER,16.61,14.76,25.98,nan,nan,nan,nan,nan
PBR,1.29,1.19,1.17,nan,1.19,1.17,1.17,nan
Issued Shares,9500.0,9500.0,9500.0,nan,9500.0,9500.0,9500.0,nan
Div Yield,1.69,1.88,2.03,nan,0.96,nan,1.05,nan
