계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,6354.0,6640.0,6979.0,7200.0,1724.0,1915.0,1786.0,nan
Operating Income,167.0,112.0,-250.0,-110.0,-60.0,43.0,-73.0,nan
Oper.Income(Rep.),167.0,112.0,-250.0,nan,-60.0,43.0,-73.0,nan
Net Income,128.0,20.0,-232.0,-110.0,-66.0,-139.0,122.0,nan
Net Income(Contr.),136.0,111.0,-12.0,-70.0,3.0,-91.0,161.0,nan
Net Income(Minor.),-8.0,-91.0,-220.0,nan,-69.0,-49.0,-39.0,nan
Total Assets,11577.0,12838.0,13917.0,12190.0,14298.0,13896.0,13917.0,nan
Total Liabilities,4676.0,5842.0,6829.0,6980.0,7549.0,7103.0,6829.0,nan
Total Equity,6901.0,6995.0,7088.0,5210.0,6748.0,6793.0,7088.0,nan
Net Income(Contr.),6716.0,6574.0,6703.0,4950.0,6403.0,6538.0,6703.0,nan
Net Income(Minor.),185.0,422.0,385.0,260.0,345.0,255.0,385.0,nan
Capital Stock,422.0,431.0,459.0,460.0,442.0,458.0,459.0,nan
Total Debt/Equity,67.76,83.52,96.35,133.97,111.87,104.56,96.35,nan
Reserve Ratio,1497.0,1452.29,1386.76,nan,1375.69,1351.71,1386.76,nan
Oper.Income Margin,2.62,1.68,-3.58,-1.53,-3.47,2.27,-4.07,nan
Net Income Margin,2.13,1.68,-0.18,-0.97,0.19,-4.74,9.04,nan
ROA,1.12,0.17,-1.74,-0.84,-1.93,-3.95,3.51,nan
ROE,2.04,1.67,-0.18,-1.2,0.21,-5.61,9.75,nan
EPS(KRW),1513.0,1242.0,-131.0,-748.0,36.0,-971.0,1726.0,nan
BPS(KRW),75314.0,74662.0,72910.0,54168.0,72367.0,71191.0,72910.0,nan
DPS(KRW),660.0,673.0,686.0,1000.0,nan,nan,686.0,nan
PER,38.66,54.58,nan,nan,nan,nan,nan,nan
PBR,0.78,0.91,0.79,0.85,0.85,0.98,0.79,nan
Issued Shares,8955.0,8956.0,9353.0,nan,9008.0,9347.0,9353.0,nan
Div Yield,1.13,0.99,1.19,nan,nan,nan,1.19,nan
