계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,139060.0,143726.0,146252.0,150284.0,34937.0,38013.0,37532.0,37481.0
Operating Income,10813.0,9980.0,8631.0,9909.0,2540.0,2460.0,1422.0,2554.0
Oper.Income(Rep.),10813.0,9980.0,8631.0,nan,2540.0,2460.0,1422.0,2554.0
Net Income,6626.0,6302.0,3146.0,6196.0,1646.0,1349.0,-1153.0,1625.0
Net Income(Contr.),6631.0,6228.0,3745.0,6193.0,1636.0,1375.0,-578.0,1657.0
Net Income(Minor.),-5.0,75.0,-599.0,nan,10.0,-26.0,-575.0,nan
Total Assets,197748.0,201006.0,197077.0,198367.0,209253.0,207123.0,197077.0,nan
Total Liabilities,113251.0,113438.0,109394.0,107667.0,120450.0,118091.0,109394.0,nan
Total Equity,84497.0,87568.0,87684.0,90700.0,88803.0,89032.0,87684.0,nan
Net Income(Contr.),81651.0,84722.0,85560.0,88673.0,86232.0,86559.0,85560.0,nan
Net Income(Minor.),2845.0,2846.0,2124.0,2027.0,2571.0,2474.0,2124.0,nan
Capital Stock,25740.0,25740.0,25740.0,25740.0,25740.0,25740.0,25740.0,nan
Total Debt/Equity,134.03,129.54,124.76,118.71,135.64,132.64,124.76,nan
Reserve Ratio,221.1,233.03,236.29,nan,238.9,240.17,236.29,nan
Oper.Income Margin,7.78,6.94,5.9,6.59,7.27,6.47,3.79,nan
Net Income Margin,4.77,4.33,2.56,4.12,4.68,3.62,-1.54,4.34
ROA,3.39,3.16,1.58,3.13,3.19,2.59,-2.28,nan
ROE,8.37,7.49,4.4,7.11,7.68,6.37,-2.69,nan
EPS(KRW),1519.0,1426.0,858.0,1419.0,375.0,315.0,-132.0,380.0
BPS(KRW),18930.0,19633.0,19825.0,20538.0,19979.0,20054.0,19825.0,nan
DPS(KRW),650.0,650.0,650.0,639.0,250.0,nan,400.0,nan
PER,7.28,7.17,12.04,9.04,nan,nan,nan,nan
PBR,0.58,0.52,0.52,0.62,0.49,0.49,0.52,nan
Issued Shares,436611.0,436611.0,436611.0,nan,436611.0,436611.0,436611.0,nan
Div Yield,5.88,6.35,6.29,nan,2.55,nan,3.87,nan
