계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1827.0,1627.0,1939.0,nan,497.0,496.0,495.0,nan
Operating Income,83.0,-250.0,26.0,nan,6.0,5.0,22.0,nan
Oper.Income(Rep.),83.0,-250.0,26.0,nan,6.0,5.0,22.0,nan
Net Income,121.0,-207.0,54.0,nan,15.0,1.0,26.0,nan
Net Income(Contr.),122.0,-207.0,55.0,nan,15.0,1.0,26.0,nan
Net Income(Minor.),-0.0,-0.0,-0.0,nan,-0.0,-0.0,0.0,nan
Total Assets,3105.0,2930.0,3029.0,nan,3046.0,2904.0,3029.0,nan
Total Liabilities,530.0,645.0,825.0,nan,862.0,718.0,825.0,nan
Total Equity,2575.0,2285.0,2203.0,nan,2184.0,2186.0,2203.0,nan
Net Income(Contr.),2572.0,2282.0,2201.0,nan,2181.0,2183.0,2201.0,nan
Net Income(Minor.),3.0,3.0,3.0,nan,3.0,3.0,3.0,nan
Capital Stock,157.0,157.0,157.0,nan,157.0,157.0,157.0,nan
Total Debt/Equity,20.56,28.23,37.46,nan,39.47,32.87,37.46,nan
Reserve Ratio,1724.24,1539.18,1495.18,nan,1482.96,1483.84,1495.18,nan
Oper.Income Margin,4.55,-15.34,1.35,nan,1.28,1.06,4.5,nan
Net Income Margin,6.66,-12.73,2.82,nan,2.95,0.14,5.32,nan
ROA,4.02,-6.87,1.83,nan,1.96,0.07,3.56,nan
ROE,4.7,-8.53,2.44,nan,2.71,0.13,4.81,nan
EPS(KRW),395.0,-673.0,178.0,nan,48.0,2.0,86.0,nan
BPS(KRW),9299.0,8356.0,8131.0,nan,8069.0,8074.0,8131.0,nan
DPS(KRW),400.0,400.0,300.0,nan,nan,nan,300.0,nan
PER,19.91,nan,34.48,nan,nan,nan,nan,nan
PBR,0.85,0.79,0.75,nan,0.83,0.77,0.75,nan
Issued Shares,30769.0,30769.0,30769.0,nan,30769.0,30769.0,30769.0,nan
Div Yield,5.08,6.05,4.89,nan,nan,nan,4.89,nan
