계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1721.0,1853.0,1868.0,nan,473.0,470.0,482.0,nan
Operating Income,268.0,391.0,364.0,nan,84.0,99.0,95.0,nan
Oper.Income(Rep.),268.0,391.0,364.0,nan,84.0,99.0,95.0,nan
Net Income,101.0,298.0,283.0,nan,69.0,77.0,68.0,nan
Net Income(Contr.),100.0,298.0,285.0,nan,69.0,77.0,69.0,nan
Net Income(Minor.),2.0,0.0,-2.0,nan,0.0,-1.0,-1.0,nan
Total Assets,6301.0,6394.0,6596.0,nan,6329.0,6387.0,6596.0,nan
Total Liabilities,2930.0,2770.0,2625.0,nan,2586.0,2484.0,2625.0,nan
Total Equity,3370.0,3624.0,3971.0,nan,3743.0,3903.0,3971.0,nan
Net Income(Contr.),3353.0,3608.0,3955.0,nan,3727.0,3887.0,3955.0,nan
Net Income(Minor.),17.0,17.0,15.0,nan,16.0,16.0,15.0,nan
Capital Stock,66.0,66.0,66.0,nan,66.0,66.0,66.0,nan
Total Debt/Equity,86.95,76.43,66.11,nan,69.09,63.66,66.11,nan
Reserve Ratio,5148.21,5533.82,5956.1,nan,5714.6,5852.46,5956.1,nan
Oper.Income Margin,15.55,21.09,19.48,nan,17.85,21.15,19.76,nan
Net Income Margin,5.78,16.09,15.25,nan,14.67,16.47,14.31,nan
ROA,1.54,4.7,4.36,nan,4.38,4.83,4.21,nan
ROE,3.01,8.56,7.53,nan,7.52,8.13,7.03,nan
EPS(KRW),1508.0,4517.0,4315.0,nan,1051.0,1173.0,1045.0,nan
BPS(KRW),52482.0,56338.0,60561.0,nan,58146.0,59525.0,60561.0,nan
DPS(KRW),350.0,400.0,450.0,nan,nan,nan,450.0,nan
PER,88.94,3.97,3.36,nan,nan,nan,nan,nan
PBR,2.56,0.32,0.24,nan,0.3,0.27,0.24,nan
Issued Shares,6600.0,6600.0,6600.0,nan,6600.0,6600.0,6600.0,nan
Div Yield,0.26,2.23,3.11,nan,nan,nan,3.11,nan
