계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,38561.0,39665.0,43101.0,49019.0,10823.0,11003.0,11257.0,11749.0
Operating Income,6774.0,7313.0,7954.0,8896.0,2112.0,2071.0,1834.0,2112.0
Oper.Income(Rep.),6774.0,7313.0,7954.0,nan,2112.0,2071.0,1834.0,2112.0
Net Income,4578.0,4710.0,5655.0,6198.0,1542.0,1795.0,1041.0,1388.0
Net Income(Contr.),4582.0,4713.0,5656.0,6199.0,1542.0,1795.0,1042.0,1389.0
Net Income(Minor.),-4.0,-3.0,-1.0,nan,-0.0,-0.0,-0.0,nan
Total Assets,43651.0,48510.0,57616.0,65524.0,50903.0,54533.0,57616.0,nan
Total Liabilities,20531.0,22132.0,25654.0,29209.0,22683.0,23806.0,25654.0,nan
Total Equity,23120.0,26378.0,31961.0,36315.0,28220.0,30726.0,31961.0,nan
Net Income(Contr.),23138.0,26399.0,31984.0,36399.0,28242.0,30749.0,31984.0,nan
Net Income(Minor.),-18.0,-21.0,-23.0,-84.0,-22.0,-22.0,-23.0,nan
Capital Stock,407.0,407.0,407.0,409.0,407.0,407.0,407.0,nan
Total Debt/Equity,88.8,83.91,80.27,80.43,80.38,77.48,80.27,nan
Reserve Ratio,5716.08,6518.0,7982.25,nan,7062.12,7678.43,7982.25,nan
Oper.Income Margin,17.57,18.44,18.45,18.15,19.51,18.82,16.29,nan
Net Income Margin,11.88,11.88,13.12,12.65,14.25,16.31,9.25,11.82
ROA,11.21,10.22,10.66,10.07,12.25,13.62,7.43,nan
ROE,21.72,19.03,19.38,18.13,22.4,24.34,13.29,nan
EPS(KRW),6208.0,6386.0,7664.0,8587.0,2090.0,2432.0,1412.0,1924.0
BPS(KRW),32046.0,36464.0,44532.0,51842.0,39462.0,42858.0,44532.0,nan
DPS(KRW),1300.0,1350.0,2630.0,4432.0,nan,nan,2630.0,nan
PER,9.0,8.96,8.73,11.04,nan,nan,nan,nan
PBR,1.74,1.57,1.5,1.83,1.63,1.56,1.5,nan
Issued Shares,73800.0,73800.0,73800.0,nan,73800.0,73800.0,73800.0,nan
Div Yield,2.33,2.36,3.93,nan,nan,nan,3.93,nan
