계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,28786.0,26233.0,28382,nan,7545.0,7683.0,6050,6150.0
Operating Income,-3367.0,-2137.0,-1705,nan,-507.0,-262.0,-588,-597.0
Oper.Income(Rep.),-3367.0,-2137.0,-1705,nan,-507.0,-262.0,-588,-597.0
Net Income,-4089.0,-3469.0,-3257,nan,-901.0,-612.0,-1006,3742.0
Net Income(Contr.),-4089.0,-3469.0,-3257,nan,-901.0,-612.0,-1006,3742.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,31311.0,31156.0,32720,nan,33495.0,32107.0,32720,nan
Total Liabilities,30165.0,30537.0,33400,nan,33476.0,31782.0,33400,nan
Total Equity,1146.0,619.0,-680,nan,19.0,325.0,-680,nan
Net Income(Contr.),1146.0,619.0,-680,nan,19.0,325.0,-680,nan
Net Income(Minor.),0.0,0.0,0,nan,0.0,0.0,0,nan
Capital Stock,160.0,190.0,190,nan,190.0,190.0,190,nan
Total Debt/Equity,2631.81,4934.63,Completely Impaired capital,nan,176703.62,9779.3,Completely Impaired capital,nan
Reserve Ratio,630.13,236.13,nan,nan,nan,81.14,nan,nan
Oper.Income Margin,-11.7,-8.15,-6.01,nan,-6.72,-3.41,-9.71,nan
Net Income Margin,-14.2,-13.22,-11.48,nan,-11.94,-7.97,-16.62,60.83
ROA,-13.24,-11.11,-10.20,nan,-10.81,-7.46,-12.41,nan
ROE,-135.4,-393.1,Completely Impaired capital,nan,-764.05,-1423.55,Completely Impaired capital,nan
EPS(KRW),-128166.0,-105002.0,-85902,nan,-23753.0,-16140.0,-26519,98673.0
BPS(KRW),36506.0,16806.0,-17445,nan,986.0,9057.0,-17445,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,2.73,5.12,nan,nan,66.04,5.3,nan,nan
Issued Shares,3190.0,3792.0,3792,nan,3792.0,3792.0,3792,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
