계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,112194.0,97045.0,120529.0,140803.0,30582.0,32067.0,34127.0,38328.0
Operating Income,9192.0,6599.0,7235.0,8845.0,2687.0,1500.0,1203.0,2711.0
Oper.Income(Rep.),9192.0,6599.0,7235.0,nan,2687.0,1500.0,1203.0,2711.0
Net Income,7983.0,5334.0,1948.0,3688.0,1755.0,1528.0,-2459.0,1600.0
Net Income(Contr.),7806.0,5273.0,1909.0,3721.0,1767.0,1563.0,-2488.0,1603.0
Net Income(Minor.),177.0,61.0,39.0,nan,-12.0,-34.0,29.0,nan
Total Assets,120979.0,120461.0,147923.0,147408.0,133208.0,136413.0,147923.0,nan
Total Liabilities,28662.0,24041.0,71969.0,61394.0,35618.0,42105.0,71969.0,nan
Total Equity,92317.0,96420.0,75954.0,86014.0,97590.0,94308.0,75954.0,nan
Net Income(Contr.),90427.0,93902.0,73337.0,83468.0,95020.0,91819.0,73337.0,nan
Net Income(Minor.),1890.0,2518.0,2618.0,2546.0,2570.0,2489.0,2618.0,nan
Capital Stock,993.0,1045.0,1045.0,1043.0,1045.0,1045.0,1045.0,nan
Total Debt/Equity,31.05,24.93,94.75,71.38,36.5,44.65,94.75,nan
Reserve Ratio,9005.01,8931.8,8902.4,nan,9071.08,8933.6,8902.4,nan
Oper.Income Margin,8.19,6.8,6.0,6.28,8.79,4.68,3.52,nan
Net Income Margin,6.96,5.43,1.58,2.64,5.78,4.87,-7.29,4.17
ROA,7.24,4.42,1.45,2.5,5.55,4.53,-6.92,nan
ROE,9.38,5.72,2.28,4.75,7.48,6.69,-12.05,nan
EPS(KRW),40578.0,26130.0,9190.0,17971.0,8498.0,7548.0,-12018.0,7742.0
BPS(KRW),455251.0,451590.0,454583.0,503520.0,463101.0,456159.0,454583.0,nan
DPS(KRW),20000.0,15000.0,17500.0,18750.0,10000.0,nan,7500.0,nan
PER,13.9,19.06,109.46,44.18,nan,nan,nan,nan
PBR,1.24,1.1,2.21,1.58,1.11,1.51,2.21,nan
Issued Shares,19863.0,20909.0,20703.0,nan,20703.0,20703.0,20703.0,nan
Div Yield,3.55,3.01,1.74,nan,1.94,nan,0.75,nan
