계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,1162.0,1531.0,1493.0,nan,379.0,452.0,203.0,243.0
Operating Income,-76.0,-0.0,-128.0,nan,-40.0,-64.0,-60.0,-32.0
Oper.Income(Rep.),-264.0,-34.0,-506.0,nan,-40.0,-64.0,-437.0,-32.0
Net Income,-706.0,-144.0,-425.0,nan,-61.0,-111.0,-260.0,-66.0
Net Income(Contr.),-549.0,-93.0,-363.0,nan,-52.0,-96.0,-243.0,-51.0
Net Income(Minor.),-157.0,-50.0,-62.0,nan,-9.0,-15.0,-16.0,nan
Total Assets,5891.0,5966.0,5420.0,nan,6209.0,6076.0,5420.0,nan
Total Liabilities,2980.0,3223.0,3305.0,nan,3520.0,3548.0,3305.0,nan
Total Equity,2911.0,2744.0,2114.0,nan,2689.0,2527.0,2114.0,nan
Net Income(Contr.),3008.0,2889.0,2403.0,nan,2877.0,2720.0,2403.0,nan
Net Income(Minor.),-96.0,-145.0,-288.0,nan,-188.0,-193.0,-288.0,nan
Capital Stock,33.0,33.0,33.0,nan,33.0,33.0,33.0,nan
Total Debt/Equity,102.36,117.46,156.32,nan,130.91,140.4,156.32,nan
Reserve Ratio,9030.14,8668.42,7186.49,nan,8625.1,8148.69,7186.49,nan
Oper.Income Margin,-6.54,-0.01,-8.6,nan,-10.45,-14.09,-29.58,nan
Net Income Margin,-47.27,-6.1,-24.32,nan,-13.72,-21.17,-119.73,-27.0
ROA,-12.13,-2.42,-7.47,nan,-3.96,-7.24,-18.07,nan
ROE,-16.49,-3.17,-13.72,nan,-7.2,-13.68,-37.98,nan
EPS(KRW),-8331.0,-1417.0,-5504.0,nan,-789.0,-1451.0,-3688.0,-767.0
BPS(KRW),45651.0,43842.0,36432.0,nan,43626.0,41243.0,36432.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.85,0.84,0.93,nan,0.57,0.54,0.93,nan
Issued Shares,6595.0,6595.0,6595.0,nan,6595.0,6595.0,6595.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
