계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,58514.0,58626.0,59088.0,63229.0,14238.0,16363.0,15564.0,14911.0
Operating Income,12677.0,11673.0,11888.0,13059.0,3220.0,4178.0,2125.0,2856.0
Oper.Income(Rep.),12677.0,11673.0,11888.0,nan,3220.0,4178.0,2125.0,2856.0
Net Income,10053.0,9224.0,11650.0,10943.0,3128.0,2415.0,3251.0,2579.0
Net Income(Contr.),10158.0,9027.0,11657.0,10919.0,3128.0,2412.0,3253.0,2556.0
Net Income(Minor.),-105.0,197.0,-7.0,nan,-1.0,2.0,-2.0,nan
Total Assets,123017.0,127725.0,139252.0,141883.0,135456.0,134926.0,139252.0,nan
Total Liabilities,29431.0,34775.0,45668.0,45610.0,40565.0,42489.0,45668.0,nan
Total Equity,93586.0,92949.0,93585.0,96273.0,94891.0,92437.0,93585.0,nan
Net Income(Contr.),93156.0,91744.0,92392.0,94900.0,93693.0,91237.0,92392.0,nan
Net Income(Minor.),429.0,1205.0,1193.0,1374.0,1197.0,1200.0,1193.0,nan
Capital Stock,9550.0,9550.0,9550.0,9544.0,9550.0,9550.0,9550.0,nan
Total Debt/Equity,31.45,37.41,48.8,47.38,42.75,45.97,48.8,nan
Reserve Ratio,1005.03,990.24,975.41,nan,989.04,999.14,975.41,nan
Oper.Income Margin,21.66,19.91,20.12,20.65,22.62,25.53,13.65,nan
Net Income Margin,17.36,15.4,19.73,17.27,21.97,14.74,20.9,17.3
ROA,8.4,7.36,8.73,7.79,9.35,7.14,9.49,nan
ROE,11.0,9.76,12.66,11.66,13.61,10.44,14.17,nan
EPS(KRW),7399.0,6615.0,8975.0,8917.0,2400.0,1851.0,2564.0,2087.0
BPS(KRW),76862.0,77800.0,81920.0,86189.0,79801.0,80541.0,81920.0,nan
DPS(KRW),5000.0,5200.0,5400.0,5601.0,1200.0,nan,4200.0,nan
PER,12.37,13.14,11.93,13.23,nan,nan,nan,nan
PBR,1.19,1.12,1.31,1.37,1.11,1.35,1.31,nan
Issued Shares,137293.0,133823.0,125363.0,nan,130323.0,130323.0,125363.0,nan
Div Yield,5.46,5.98,5.04,nan,1.36,nan,3.92,nan
