계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,1829.0,1888.0,1905.0,nan,461.0,453.0,494.0,490.0
Operating Income,407.0,519.0,501.0,nan,147.0,137.0,64.0,127.0
Oper.Income(Rep.),407.0,519.0,501.0,nan,147.0,137.0,64.0,127.0
Net Income,344.0,477.0,480.0,nan,131.0,92.0,106.0,115.0
Net Income(Contr.),339.0,473.0,475.0,nan,129.0,89.0,106.0,115.0
Net Income(Minor.),5.0,4.0,5.0,nan,1.0,2.0,-0.0,nan
Total Assets,4119.0,4432.0,4727.0,nan,4435.0,4486.0,4727.0,nan
Total Liabilities,318.0,363.0,367.0,nan,321.0,294.0,367.0,nan
Total Equity,3801.0,4069.0,4360.0,nan,4114.0,4191.0,4360.0,nan
Net Income(Contr.),3772.0,4035.0,4317.0,nan,4076.0,4151.0,4317.0,nan
Net Income(Minor.),30.0,34.0,43.0,nan,39.0,40.0,43.0,nan
Capital Stock,68.0,68.0,68.0,nan,68.0,68.0,68.0,nan
Total Debt/Equity,8.36,8.92,8.42,nan,7.8,7.02,8.42,nan
Reserve Ratio,5586.97,5944.66,6242.19,nan,6180.96,6291.61,6242.19,nan
Oper.Income Margin,22.26,27.48,26.31,nan,31.89,30.15,12.93,nan
Net Income Margin,18.52,25.06,24.94,nan,28.05,19.75,21.42,23.54
ROA,8.68,11.16,10.49,nan,11.62,8.21,9.18,nan
ROE,9.38,12.13,11.38,nan,12.84,8.7,9.99,nan
EPS(KRW),2487.0,3655.0,3718.0,nan,1006.0,696.0,843.0,938.0
BPS(KRW),28435.0,32003.0,35110.0,nan,33254.0,33840.0,35110.0,nan
DPS(KRW),600.0,1050.0,1150.0,nan,nan,nan,1150.0,nan
PER,8.24,7.29,6.76,nan,nan,nan,nan,nan
PBR,0.72,0.83,0.72,nan,0.84,0.74,0.72,nan
Issued Shares,13613.0,12856.0,12295.0,nan,12856.0,12856.0,12295.0,nan
Div Yield,2.93,3.94,4.57,nan,nan,nan,4.57,nan
