계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,3994.0,4707.0,5243.0,5687.0,1438.0,1266.0,1283.0,1184.0
Operating Income,104.0,492.0,604.0,677.0,181.0,152.0,133.0,123.0
Oper.Income(Rep.),104.0,492.0,604.0,nan,181.0,152.0,133.0,123.0
Net Income,60.0,339.0,537.0,537.0,163.0,86.0,163.0,92.0
Net Income(Contr.),27.0,223.0,428.0,464.0,137.0,85.0,118.0,76.0
Net Income(Minor.),33.0,116.0,109.0,nan,26.0,1.0,45.0,nan
Total Assets,3928.0,4326.0,5180.0,5573.0,4873.0,4781.0,5180.0,nan
Total Liabilities,1857.0,1905.0,2103.0,2031.0,2105.0,1973.0,2103.0,nan
Total Equity,2070.0,2422.0,3076.0,3540.0,2769.0,2808.0,3076.0,nan
Net Income(Contr.),1467.0,1695.0,2184.0,2602.0,1953.0,2019.0,2184.0,nan
Net Income(Minor.),604.0,726.0,892.0,938.0,816.0,789.0,892.0,nan
Capital Stock,53.0,53.0,53.0,52.0,53.0,53.0,53.0,nan
Total Debt/Equity,89.72,78.65,68.36,57.38,76.02,70.28,68.36,nan
Reserve Ratio,2646.33,3074.78,3990.09,nan,3556.74,3680.17,3990.09,nan
Oper.Income Margin,2.6,10.44,11.51,11.9,12.59,12.01,10.39,nan
Net Income Margin,0.67,4.74,8.16,8.16,9.55,6.7,9.2,7.79
ROA,1.53,8.21,11.3,9.99,13.81,7.09,13.07,nan
ROE,1.84,14.12,22.07,19.4,29.25,17.08,22.47,nan
EPS(KRW),249.0,2090.0,4008.0,4347.0,1285.0,794.0,1105.0,712.0
BPS(KRW),13732.0,15874.0,20450.0,24363.0,18284.0,18901.0,20450.0,nan
DPS(KRW),nan,nan,100.0,100.0,nan,nan,100.0,nan
PER,41.22,17.37,13.8,9.39,nan,nan,nan,nan
PBR,0.75,2.29,2.7,1.67,4.62,4.86,2.7,nan
Issued Shares,10680.0,10680.0,10680.0,nan,10680.0,10680.0,10680.0,nan
Div Yield,nan,nan,0.18,nan,nan,nan,0.18,nan
