계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,880.0,616.0,678.0,1229.0,149.0,174.0,206.0,nan
Operating Income,256.0,167.0,97.0,195.0,10.0,9.0,42.0,nan
Oper.Income(Rep.),256.0,167.0,97.0,nan,10.0,9.0,42.0,nan
Net Income,268.0,61.0,78.0,149.0,-11.0,38.0,7.0,nan
Net Income(Contr.),261.0,61.0,78.0,149.0,-11.0,38.0,7.0,nan
Net Income(Minor.),7.0,nan,nan,nan,nan,nan,nan,nan
Total Assets,3206.0,3440.0,3699.0,3923.0,3636.0,3597.0,3699.0,nan
Total Liabilities,2136.0,2230.0,2412.0,2489.0,2394.0,2315.0,2412.0,nan
Total Equity,1070.0,1210.0,1287.0,1435.0,1242.0,1282.0,1287.0,nan
Net Income(Contr.),1070.0,1210.0,1287.0,1435.0,1242.0,1282.0,1287.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,17.0,17.0,17.0,19.0,17.0,17.0,17.0,nan
Total Debt/Equity,199.56,184.4,187.34,173.48,192.73,180.53,187.34,nan
Reserve Ratio,6177.93,6994.14,7450.88,nan,7184.42,7419.72,7450.88,nan
Oper.Income Margin,29.08,27.16,14.32,15.83,6.64,4.96,20.39,nan
Net Income Margin,29.7,9.96,11.5,12.12,-7.1,21.68,3.5,nan
ROA,10.74,1.85,2.18,3.91,-1.18,4.18,0.79,nan
ROE,31.97,5.39,6.24,10.95,-3.39,11.98,2.24,nan
EPS(KRW),1604.0,360.0,457.0,874.0,-62.0,222.0,42.0,nan
BPS(KRW),6278.0,7094.0,7551.0,8413.0,7284.0,7520.0,7551.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,10.79,48.41,24.73,28.49,nan,nan,nan,nan
PBR,2.76,2.46,1.5,2.96,2.09,1.94,1.5,nan
Issued Shares,17050.0,17050.0,17050.0,nan,17050.0,17050.0,17050.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
