계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,43730.0,41253.0,45544.0,50127.0,12336.0,11292.0,12280.0,11559.0
Operating Income,2316.0,2286.0,3238.0,3335.0,1613.0,744.0,339.0,697.0
Oper.Income(Rep.),2316.0,2286.0,3238.0,nan,1613.0,744.0,339.0,697.0
Net Income,1753.0,1564.0,2360.0,2266.0,1113.0,476.0,403.0,416.0
Net Income(Contr.),1751.0,1564.0,2360.0,2165.0,1113.0,476.0,403.0,416.0
Net Income(Minor.),1.0,nan,nan,nan,nan,nan,nan,nan
Total Assets,33953.0,36606.0,40966.0,43424.0,39846.0,39237.0,40966.0,nan
Total Liabilities,15531.0,16947.0,18973.0,19916.0,18775.0,17773.0,18973.0,nan
Total Equity,18422.0,19660.0,21993.0,23508.0,21071.0,21464.0,21993.0,nan
Net Income(Contr.),18400.0,19660.0,21993.0,23489.0,21071.0,21464.0,21993.0,nan
Net Income(Minor.),22.0,0.0,0.0,19.0,0.0,0.0,0.0,nan
Capital Stock,1401.0,1401.0,1401.0,1400.0,1401.0,1401.0,1401.0,nan
Total Debt/Equity,84.3,86.2,86.27,84.72,89.1,82.81,86.27,nan
Reserve Ratio,1229.33,1319.19,1485.72,nan,1419.92,1447.95,1485.72,nan
Oper.Income Margin,5.3,5.54,7.11,6.65,13.08,6.58,2.76,nan
Net Income Margin,4.01,3.79,5.18,4.32,9.02,4.22,3.28,3.6
ROA,5.36,4.43,6.09,5.37,11.48,4.82,4.02,nan
ROE,9.94,8.22,11.33,9.52,21.76,8.95,7.42,nan
EPS(KRW),6250.0,5582.0,8423.0,7725.0,3970.0,1699.0,1438.0,1483.0
BPS(KRW),66466.0,70959.0,79286.0,84625.0,75996.0,77398.0,79286.0,nan
DPS(KRW),1000.0,1200.0,2600.0,2413.0,nan,nan,2600.0,nan
PER,5.38,7.02,5.93,7.42,nan,nan,nan,nan
PBR,0.51,0.55,0.63,0.68,0.83,0.79,0.63,nan
Issued Shares,28024.0,28024.0,28024.0,nan,28024.0,28024.0,28024.0,nan
Div Yield,2.97,3.06,5.21,nan,nan,nan,5.21,nan
