계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,86219.0,97589.0,85512.0,86857.0,21987.0,17662.0,21917.0,20982.0
Operating Income,10716.0,13899.0,8714.0,8135.0,2344.0,1243.0,1868.0,2000.0
Oper.Income(Rep.),10716.0,13899.0,8714.0,nan,2344.0,1243.0,1868.0,2000.0
Net Income,6441.0,9215.0,5634.0,5226.0,1545.0,634.0,1287.0,1134.0
Net Income(Contr.),6441.0,9215.0,5634.0,5242.0,1545.0,634.0,1287.0,1134.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,92484.0,103718.0,120096.0,122150.0,117481.0,111607.0,120096.0,nan
Total Liabilities,42240.0,44169.0,51151.0,52324.0,51498.0,47870.0,51151.0,nan
Total Equity,50244.0,59548.0,68945.0,69826.0,65983.0,63737.0,68945.0,nan
Net Income(Contr.),50244.0,59548.0,68945.0,69000.0,65983.0,63737.0,68945.0,nan
Net Income(Minor.),0.0,0.0,0.0,826.0,0.0,0.0,0.0,nan
Capital Stock,546.0,556.0,634.0,630.0,599.0,569.0,634.0,nan
Total Debt/Equity,84.07,74.17,74.19,74.93,78.05,75.11,74.19,nan
Reserve Ratio,9102.17,10623.26,10892.71,nan,10934.04,11120.3,10892.71,nan
Oper.Income Margin,12.43,14.24,10.19,9.37,10.66,7.04,8.52,nan
Net Income Margin,7.47,9.44,6.59,6.03,7.03,3.59,5.87,5.4
ROA,7.22,9.39,5.03,4.31,5.39,2.21,4.44,nan
ROE,13.78,16.79,8.77,7.6,9.59,3.91,7.76,nan
EPS(KRW),6425.0,9192.0,5620.0,5429.0,1541.0,632.0,1284.0,1175.0
BPS(KRW),50133.0,59439.0,69467.0,72708.0,65895.0,63650.0,69467.0,nan
DPS(KRW),1350.0,1600.0,1600.0,1760.0,800.0,nan,800.0,400.0
PER,5.39,5.48,7.46,8.59,nan,nan,nan,nan
PBR,0.69,0.85,0.6,0.64,0.78,0.64,0.6,nan
Issued Shares,100249.0,100249.0,100249.0,nan,100249.0,100249.0,100249.0,nan
Div Yield,3.9,3.17,3.82,nan,1.56,nan,1.91,nan
