계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,56397.0,72602.0,31279.0,nan,8641.0,5943.0,6489.0,nan
Operating Income,6132.0,2982.0,-2930.0,nan,-546.0,-1088.0,-998.0,nan
Oper.Income(Rep.),6132.0,2982.0,-2930.0,nan,-546.0,-1088.0,-998.0,nan
Net Income,2206.0,1353.0,-2954.0,nan,-477.0,-1194.0,-857.0,nan
Net Income(Contr.),361.0,510.0,-2060.0,nan,-446.0,-696.0,-604.0,nan
Net Income(Minor.),1845.0,843.0,-894.0,nan,-31.0,-498.0,-253.0,nan
Total Assets,53458.0,75570.0,81383.0,nan,76932.0,75363.0,81383.0,nan
Total Liabilities,28240.0,40708.0,42998.0,nan,42678.0,42905.0,42998.0,nan
Total Equity,25218.0,34861.0,38385.0,nan,34254.0,32457.0,38385.0,nan
Net Income(Contr.),13078.0,16703.0,16054.0,nan,16118.0,15114.0,16054.0,nan
Net Income(Minor.),12140.0,18159.0,22330.0,nan,18136.0,17343.0,22330.0,nan
Capital Stock,126.0,133.0,133.0,nan,133.0,133.0,133.0,nan
Total Debt/Equity,111.98,116.77,112.02,nan,124.59,132.19,112.02,nan
Reserve Ratio,10321.88,12649.87,12141.47,nan,12210.58,11456.96,12141.47,nan
Oper.Income Margin,10.87,4.11,-9.37,nan,-6.32,-18.3,-15.38,nan
Net Income Margin,0.64,0.7,-6.58,nan,-5.16,-11.72,-9.31,nan
ROA,5.04,2.1,-3.76,nan,-2.52,-6.27,-4.38,nan
ROE,2.94,3.43,-12.57,nan,-10.94,-17.84,-15.51,nan
EPS(KRW),272.0,376.0,-1517.0,nan,-328.0,-513.0,-445.0,nan
BPS(KRW),9925.0,12502.0,12004.0,nan,12071.0,11332.0,12004.0,nan
DPS(KRW),95.0,nan,98.0,nan,nan,nan,98.0,nan
PER,74.31,337.85,nan,nan,nan,nan,nan,nan
PBR,2.04,10.15,4.7,nan,7.32,7.67,4.7,nan
Issued Shares,132617.0,135776.0,135776.0,nan,135776.0,135776.0,135776.0,nan
Div Yield,0.47,nan,0.17,nan,nan,nan,0.17,nan
