계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,903.0,788.0,805.0,nan,nan,nan,nan,nan
Operating Income,484.0,344.0,305.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),484.0,344.0,305.0,nan,nan,nan,0.0,nan
Net Income,396.0,347.0,263.0,nan,nan,nan,nan,nan
Net Income(Contr.),396.0,347.0,263.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2082.0,2225.0,2335.0,nan,nan,nan,2335.0,nan
Total Liabilities,377.0,418.0,514.0,nan,nan,nan,514.0,nan
Total Equity,1705.0,1806.0,1821.0,nan,nan,nan,1821.0,nan
Net Income(Contr.),1705.0,1806.0,1821.0,nan,nan,nan,1821.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,250.0,250.0,250.0,nan,nan,nan,250.0,nan
Total Debt/Equity,22.13,23.16,28.24,nan,nan,nan,28.24,nan
Reserve Ratio,622.42,662.9,668.68,nan,nan,nan,668.68,nan
Oper.Income Margin,53.57,43.66,37.88,nan,nan,nan,nan,nan
Net Income Margin,43.84,44.12,32.62,nan,nan,nan,nan,nan
ROA,19.67,16.14,11.52,nan,nan,nan,nan,nan
ROE,24.29,19.79,14.48,nan,nan,nan,nan,nan
EPS(KRW),792.0,695.0,525.0,nan,nan,nan,0.0,nan
BPS(KRW),3612.0,3814.0,3843.0,nan,nan,nan,3843.0,nan
DPS(KRW),500.0,500.0,nan,nan,nan,nan,nan,nan
PER,9.62,9.94,17.14,nan,nan,nan,nan,nan
PBR,2.11,1.81,2.34,nan,nan,nan,2.34,nan
Issued Shares,50000.0,50000.0,50000.0,nan,nan,nan,50000.0,nan
Div Yield,6.56,7.24,nan,nan,nan,nan,nan,nan
