계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,759.0,911.0,862.0,nan,231.0,234.0,192.0,nan
Operating Income,80.0,9.0,-54.0,nan,-2.0,3.0,-42.0,nan
Oper.Income(Rep.),80.0,9.0,-54.0,nan,-2.0,3.0,-42.0,nan
Net Income,32.0,-18.0,-77.0,nan,4.0,-3.0,-59.0,nan
Net Income(Contr.),32.0,-18.0,-77.0,nan,4.0,-3.0,-59.0,nan
Net Income(Minor.),nan,nan,0.0,nan,nan,nan,0.0,nan
Total Assets,1297.0,1499.0,2531.0,nan,2660.0,2619.0,2531.0,nan
Total Liabilities,916.0,915.0,697.0,nan,778.0,775.0,697.0,nan
Total Equity,381.0,584.0,1833.0,nan,1882.0,1844.0,1833.0,nan
Net Income(Contr.),381.0,584.0,1832.0,nan,1882.0,1844.0,1832.0,nan
Net Income(Minor.),0.0,0.0,1.0,nan,0.0,0.0,1.0,nan
Capital Stock,61.0,64.0,65.0,nan,65.0,65.0,65.0,nan
Total Debt/Equity,240.11,156.64,38.05,nan,41.35,42.05,38.05,nan
Reserve Ratio,522.94,813.78,2737.69,nan,2814.17,2755.66,2737.69,nan
Oper.Income Margin,10.53,0.96,-6.21,nan,-1.05,1.14,-21.75,nan
Net Income Margin,4.28,-2.03,-8.95,nan,1.79,-1.14,-30.96,nan
ROA,2.75,-1.32,-3.83,nan,0.78,-0.4,-9.23,nan
ROE,10.18,-3.83,-6.38,nan,1.33,-0.57,-12.93,nan
EPS(KRW),265.0,-145.0,-597.0,nan,32.0,-21.0,-460.0,nan
BPS(KRW),3115.0,4569.0,14188.0,nan,14571.0,14278.0,14188.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,45.68,nan,nan,nan,nan,nan,nan,nan
PBR,3.88,2.75,0.69,nan,0.72,0.76,0.69,nan
Issued Shares,12248.0,12784.0,12913.0,nan,12913.0,12913.0,12913.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
