계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,1178.0,1193.0,1158.0,nan,253.0,331.0,238.0,231.0
Operating Income,242.0,52.0,58.0,nan,13.0,40.0,-50.0,22.0
Oper.Income(Rep.),242.0,52.0,58.0,nan,13.0,40.0,-50.0,22.0
Net Income,186.0,31.0,2.0,nan,-21.0,35.0,-50.0,nan
Net Income(Contr.),186.0,32.0,2.0,nan,-21.0,35.0,-50.0,nan
Net Income(Minor.),-0.0,-0.0,-0.0,nan,0.0,0.0,-0.0,nan
Total Assets,2593.0,2695.0,2344.0,nan,2517.0,2515.0,2344.0,nan
Total Liabilities,800.0,926.0,645.0,nan,694.0,656.0,645.0,nan
Total Equity,1793.0,1769.0,1699.0,nan,1824.0,1860.0,1699.0,nan
Net Income(Contr.),1793.0,1769.0,1700.0,nan,1824.0,1860.0,1700.0,nan
Net Income(Minor.),0.0,-0.0,-0.0,nan,-0.0,-0.0,-0.0,nan
Capital Stock,66.0,66.0,66.0,nan,66.0,66.0,66.0,nan
Total Debt/Equity,44.62,52.34,37.93,nan,38.03,35.25,37.93,nan
Reserve Ratio,2880.77,2839.83,2726.52,nan,2914.55,2969.07,2726.52,nan
Oper.Income Margin,20.52,4.35,5.02,nan,5.3,11.98,-21.1,nan
Net Income Margin,15.82,2.65,0.16,nan,-8.19,10.7,-21.16,nan
ROA,7.6,1.19,0.07,nan,-3.14,5.63,-8.29,nan
ROE,10.58,1.77,0.11,nan,-4.53,7.69,-11.31,nan
EPS(KRW),1411.0,239.0,14.0,nan,-157.0,268.0,-381.0,nan
BPS(KRW),14904.0,14699.0,14133.0,nan,15073.0,15345.0,14133.0,nan
DPS(KRW),600.0,600.0,300.0,nan,nan,nan,300.0,nan
PER,14.45,95.56,1290.57,nan,nan,nan,nan,nan
PBR,1.37,1.55,1.27,nan,1.19,1.17,1.27,nan
Issued Shares,13216.0,13216.0,13216.0,nan,13216.0,13216.0,13216.0,nan
Div Yield,2.94,2.63,1.67,nan,nan,nan,1.67,nan
