계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,303.0,308.0,459.0,nan,123.0,142.0,128.0,nan
Operating Income,-20.0,-93.0,-66.0,nan,-39.0,19.0,11.0,nan
Oper.Income(Rep.),-20.0,-93.0,-66.0,nan,-39.0,19.0,11.0,nan
Net Income,-94.0,-107.0,-59.0,nan,-29.0,22.0,5.0,nan
Net Income(Contr.),-95.0,-88.0,-48.0,nan,-24.0,28.0,1.0,nan
Net Income(Minor.),1.0,-20.0,-11.0,nan,-5.0,-5.0,4.0,nan
Total Assets,787.0,988.0,932.0,nan,999.0,963.0,932.0,nan
Total Liabilities,338.0,253.0,206.0,nan,309.0,248.0,206.0,nan
Total Equity,449.0,735.0,727.0,nan,690.0,715.0,727.0,nan
Net Income(Contr.),432.0,720.0,716.0,nan,682.0,710.0,716.0,nan
Net Income(Minor.),18.0,16.0,10.0,nan,8.0,5.0,10.0,nan
Capital Stock,51.0,60.0,61.0,nan,61.0,61.0,61.0,nan
Total Debt/Equity,75.18,34.39,28.3,nan,44.75,34.62,28.3,nan
Reserve Ratio,744.98,1106.5,1080.94,nan,1024.28,1071.41,1080.94,nan
Oper.Income Margin,-6.46,-30.14,-14.43,nan,-31.94,13.05,8.76,nan
Net Income Margin,-31.21,-28.46,-10.37,nan,-19.65,19.4,0.46,nan
ROA,-11.8,-12.08,-6.1,nan,-11.39,9.17,1.94,nan
ROE,-19.66,-15.24,-6.63,nan,-13.85,15.82,0.33,nan
EPS(KRW),-927.0,-778.0,-393.0,nan,-199.0,227.0,5.0,nan
BPS(KRW),4225.0,6033.0,5905.0,nan,5621.0,5857.0,5905.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,3.49,4.41,3.79,nan,3.42,2.68,3.79,nan
Issued Shares,10219.0,11929.0,12131.0,nan,12131.0,12131.0,12131.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
