계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,2630.0,2885.0,3195.0,3665.0,778.0,802.0,876.0,896.0
Operating Income,356.0,380.0,489.0,571.0,112.0,139.0,139.0,117.0
Oper.Income(Rep.),356.0,380.0,489.0,nan,112.0,139.0,139.0,117.0
Net Income,322.0,319.0,348.0,447.0,103.0,124.0,42.0,95.0
Net Income(Contr.),295.0,228.0,279.0,344.0,89.0,103.0,25.0,70.0
Net Income(Minor.),27.0,91.0,69.0,nan,13.0,21.0,17.0,nan
Total Assets,5268.0,5806.0,6922.0,7313.0,6466.0,6666.0,6922.0,nan
Total Liabilities,2442.0,2815.0,3624.0,3933.0,3393.0,3434.0,3624.0,nan
Total Equity,2826.0,2991.0,3297.0,3380.0,3073.0,3232.0,3297.0,nan
Net Income(Contr.),1400.0,1744.0,2072.0,2154.0,1795.0,1919.0,2072.0,nan
Net Income(Minor.),1426.0,1247.0,1226.0,1226.0,1278.0,1313.0,1226.0,nan
Capital Stock,68.0,68.0,68.0,68.0,68.0,68.0,68.0,nan
Total Debt/Equity,86.41,94.09,109.92,116.36,110.41,106.24,109.92,nan
Reserve Ratio,2187.88,2793.83,3249.07,nan,2869.11,3051.32,3249.07,nan
Oper.Income Margin,13.55,13.18,15.29,15.58,14.43,17.35,15.83,nan
Net Income Margin,11.2,7.9,8.73,9.39,11.47,12.84,2.83,10.61
ROA,6.56,5.76,5.46,6.28,6.62,7.58,2.48,nan
ROE,21.33,14.5,14.63,16.28,20.4,22.19,4.98,nan
EPS(KRW),2222.0,1720.0,2105.0,2621.0,673.0,777.0,187.0,530.0
BPS(KRW),11716.0,14818.0,17323.0,17950.0,15204.0,16137.0,17323.0,nan
DPS(KRW),420.0,360.0,490.0,360.0,nan,nan,490.0,nan
PER,5.42,8.53,5.86,4.89,nan,nan,nan,nan
PBR,1.03,0.99,0.71,0.71,0.89,0.78,0.71,nan
Issued Shares,13257.0,13257.0,13125.0,nan,13257.0,13257.0,13125.0,nan
Div Yield,3.49,2.45,3.97,nan,nan,nan,3.97,nan
