계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,261518.0,213308.0,266153.0,259294.0,67082.0,68213.0,78329.0,60653.0
Operating Income,-20850.0,-25102.0,-5606.0,6793.0,-937.0,-806.0,831.0,335.0
Oper.Income(Rep.),-20850.0,-25102.0,-5606.0,nan,-937.0,-806.0,831.0,335.0
Net Income,-31956.0,-25767.0,-24093.0,-853.0,-4708.0,-3381.0,-8391.0,-2370.0
Net Income(Contr.),-30716.0,-27337.0,-25626.0,-1013.0,-5065.0,-3552.0,-9178.0,-2627.0
Net Income(Minor.),-1240.0,1570.0,1533.0,nan,357.0,171.0,786.0,nan
Total Assets,356860.0,357593.0,328596.0,314166.0,350738.0,331497.0,328596.0,nan
Total Liabilities,243668.0,269888.0,247868.0,229705.0,258942.0,248062.0,247868.0,nan
Total Equity,113192.0,87705.0,80728.0,84461.0,91796.0,83434.0,80728.0,nan
Net Income(Contr.),98796.0,72322.0,65423.0,68885.0,76329.0,69786.0,65423.0,nan
Net Income(Minor.),14396.0,15384.0,15305.0,15576.0,15467.0,13648.0,15305.0,nan
Capital Stock,17891.0,17891.0,25000.0,25000.0,25000.0,25000.0,25000.0,nan
Total Debt/Equity,215.27,307.72,307.04,271.97,282.08,297.31,307.04,nan
Reserve Ratio,452.22,304.24,161.69,nan,205.32,179.14,161.69,nan
Oper.Income Margin,-7.97,-11.77,-2.11,2.62,-1.4,-1.18,1.06,nan
Net Income Margin,-11.75,-12.82,-9.63,-0.39,-7.55,-5.21,-11.72,-3.91
ROA,-8.66,-7.21,-7.02,-0.27,-5.29,-3.96,-10.17,nan
ROE,-26.71,-31.95,-37.21,-1.51,-26.02,-19.45,-54.3,nan
EPS(KRW),-8064.0,-7177.0,-5385.0,-203.0,-1013.0,-710.0,-1836.0,-525.0
BPS(KRW),25939.0,18988.0,13085.0,13777.0,15266.0,13957.0,13085.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.44,0.62,0.7,0.61,0.75,0.78,0.7,nan
Issued Shares,380885.0,380885.0,500000.0,nan,500000.0,500000.0,500000.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
